"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] StringAttributeComparatorJaccard.scientificName record1Value","[0] StringAttributeComparatorJaccard.scientificName record2Value","[0] StringAttributeComparatorJaccard.scientificName record1PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName record2PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName similarity","[0] StringAttributeComparatorJaccard.scientificName postproccesedSimilarity","[1] StringAttributeComparatorLevenshtein.scientificName record1Value","[1] StringAttributeComparatorLevenshtein.scientificName record2Value","[1] StringAttributeComparatorLevenshtein.scientificName record1PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName record2PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName similarity","[1] StringAttributeComparatorLevenshtein.scientificName postproccesedSimilarity","[2] StringAttributeComparatorEqual.Category record1Value","[2] StringAttributeComparatorEqual.Category record2Value","[2] StringAttributeComparatorEqual.Category record1PreprocessedValue","[2] StringAttributeComparatorEqual.Category record2PreprocessedValue","[2] StringAttributeComparatorEqual.Category similarity","[2] StringAttributeComparatorEqual.Category postproccesedSimilarity","[3] StringListAttributeComparatorLevenshtein.commonNames record1Value","[3] StringListAttributeComparatorLevenshtein.commonNames record2Value","[3] StringListAttributeComparatorLevenshtein.commonNames record1PreprocessedValue","[3] StringListAttributeComparatorLevenshtein.commonNames record2PreprocessedValue","[3] StringListAttributeComparatorLevenshtein.commonNames similarity","[3] StringListAttributeComparatorLevenshtein.commonNames postproccesedSimilarity","[4] StringListAttributeAsWholeComparatorJaccard.commonNames record1Value","[4] StringListAttributeAsWholeComparatorJaccard.commonNames record2Value","[4] StringListAttributeAsWholeComparatorJaccard.commonNames record1PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.commonNames record2PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.commonNames similarity","[4] StringListAttributeAsWholeComparatorJaccard.commonNames postproccesedSimilarity","[5] StringListAttributeAsWholeComparatorJaccard.regionNames record1Value","[5] StringListAttributeAsWholeComparatorJaccard.regionNames record2Value","[5] StringListAttributeAsWholeComparatorJaccard.regionNames record1PreprocessedValue","[5] StringListAttributeAsWholeComparatorJaccard.regionNames record2PreprocessedValue","[5] StringListAttributeAsWholeComparatorJaccard.regionNames similarity","[5] StringListAttributeAsWholeComparatorJaccard.regionNames postproccesedSimilarity"
"WekaMatchingRule","BIO15158","ES962","0.0",,"eleusine indica","eleutherodactylus cooki","eleusine indica","eleutherodactylus cooki","0.0","0.0","eleusine indica","eleutherodactylus cooki","eleusine indica","eleutherodactylus cooki","0.21739130434782605","0.21739130434782605","Vascular Plant","Amphibian","Vascular Plant","Amphibian","0.0","0.0","[goose grass, indian goosegrass, india goosegrass, indian goose grass, crowsfoot grass, goosegrass, manienie ali i, wiregrass, manienie ali i, silver crabgrass]","[guajon]","[goose grass, indian goosegrass, india goosegrass, indian goose grass, crowsfoot grass, goosegrass, manienie ali i, wiregrass, manienie ali i, silver crabgrass]","[guajon]","0.125","0.125","goose grass indian goosegrass india goosegrass indian goose grass crowsfoot grass goosegrass manienie ali i wiregrass manienie ali i silver crabgrass","guajon","goose grass indian goosegrass india goosegrass indian goose grass crowsfoot grass goosegrass manienie ali i wiregrass manienie ali i silver crabgrass","guajon","0.0","0.0","northeast mountain prairie southwest pacific southeast","southeast","northeast mountain prairie southwest pacific southeast","southeast","0.16666666666666666","0.16666666666666666"
"WekaMatchingRule","BIO34656","ES1414","0.0",,"poecilanthrax sackenii","poeciliopsis occidentalis","poecilanthrax sackenii","poeciliopsis occidentalis","0.0","0.0","poecilanthrax sackenii","poeciliopsis occidentalis","poecilanthrax sackenii","poeciliopsis occidentalis","0.4","0.4","Insect","Fish","Insect","Fish","0.0","0.0","[none]","[gila topminnow (incl. yaqui)]","[none]","[gila topminnow (incl. yaqui)]","0.1071428571428571","0.1071428571428571","none","gila topminnow (incl. yaqui)","none","gila topminnow (incl. yaqui)","0.0","0.0","pacific mountain prairie","southwest","pacific mountain prairie","southwest","0.0","0.0"
"WekaMatchingRule","BIO44279","ES934","0.08",,"trisetum spicatum","trillium persistens","trisetum spicatum","trillium persistens","0.0","0.0","trisetum spicatum","trillium persistens","trisetum spicatum","trillium persistens","0.368421052631579","0.368421052631579","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[narrow oatgrass, spike trisetum, narrow false oat, downy trisetum, mountain trisetum, narrow false oats, downy oatgras]","[persistent trillium]","[narrow oatgrass, spike trisetum, narrow false oat, downy trisetum, mountain trisetum, narrow false oats, downy oatgras]","[persistent trillium]","0.42105263157894735","0.42105263157894735","narrow oatgrass spike trisetum narrow false oat downy trisetum mountain trisetum narrow false oats downy oatgras","persistent trillium","narrow oatgrass spike trisetum narrow false oat downy trisetum mountain trisetum narrow false oats downy oatgras","persistent trillium","0.0","0.0","northeast mountain prairie pacific southwest southwest pacific alaska midwest","southeast","northeast mountain prairie pacific southwest southwest pacific alaska midwest","southeast","0.0","0.0"
"WekaMatchingRule","BIO06834","ES247","0.0",,"calvatia lycoperdoides","calamagrostis hillebrandii","calvatia lycoperdoides","calamagrostis hillebrandii","0.0","0.0","calvatia lycoperdoides","calamagrostis hillebrandii","calvatia lycoperdoides","calamagrostis hillebrandii","0.3076923076923077","0.3076923076923077","Fungi","Vascular Plant","Fungi","Vascular Plant","0.0","0.0","[none]","[hillebrand s reedgrass]","[none]","[hillebrand s reedgrass]","0.09090909090909094","0.09090909090909094","none","hillebrand s reedgrass","none","hillebrand s reedgrass","0.0","0.0","pacific","pacific","pacific","pacific","1.0","1.0"
"WekaMatchingRule","BIO13096","ES369","0.73",,"delphinium carolinianum ssp. virescens","delphinium variegatum ssp. kinkiense","delphinium carolinianum ssp. virescens","delphinium variegatum ssp. kinkiense","0.3333333333333333","0.3333333333333333","delphinium carolinianum ssp. virescens","delphinium variegatum ssp. kinkiense","delphinium carolinianum ssp. virescens","delphinium variegatum ssp. kinkiense","0.6842105263157895","0.6842105263157895","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[plains larkspur, white larkspur, carolina larkspur]","[san clemente island larkspur]","[plains larkspur, white larkspur, carolina larkspur]","[san clemente island larkspur]","0.4642857142857143","0.4642857142857143","plains larkspur white larkspur carolina larkspur","san clemente island larkspur","plains larkspur white larkspur carolina larkspur","san clemente island larkspur","0.14285714285714285","0.14285714285714285","southwest mountain prairie","pacific southwest","southwest mountain prairie","pacific southwest","0.25","0.25"
"WekaMatchingRule","BIO33361","ES912","0.0",,"phyla lanceolata","phyllostegia renovans","phyla lanceolata","phyllostegia renovans","0.0","0.0","phyla lanceolata","phyllostegia renovans","phyla lanceolata","phyllostegia renovans","0.38095238095238093","0.38095238095238093","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[lance leaf fogfruit, lanceleaf frogfruit, lanceleaf frog fruit, northern fogfruit, frog fruit, lanceleaf fogfruit]","[no common name]","[lance leaf fogfruit, lanceleaf frogfruit, lanceleaf frog fruit, northern fogfruit, frog fruit, lanceleaf fogfruit]","[no common name]","0.17647058823529416","0.17647058823529416","lance leaf fogfruit lanceleaf frogfruit lanceleaf frog fruit northern fogfruit frog fruit lanceleaf fogfruit","no common name","lance leaf fogfruit lanceleaf frogfruit lanceleaf frog fruit northern fogfruit frog fruit lanceleaf fogfruit","no common name","0.0","0.0","pacific southwest southwest southeast northeast","pacific","pacific southwest southwest southeast northeast","pacific","0.25","0.25"
"WekaMatchingRule","BIO31636","ES557","0.0",,"partulina nivea","parvisedum leiocarpum","partulina nivea","parvisedum leiocarpum","0.0","0.0","partulina nivea","parvisedum leiocarpum","partulina nivea","parvisedum leiocarpum","0.2857142857142857","0.2857142857142857","Slug/Snail","Vascular Plant","Slug/Snail","Vascular Plant","0.0","0.0","[none]","[lake county stonecrop]","[none]","[lake county stonecrop]","0.19047619047619047","0.19047619047619047","none","lake county stonecrop","none","lake county stonecrop","0.0","0.0","pacific","pacific southwest","pacific","pacific southwest","0.5","0.5"
"WekaMatchingRule","BIO41590","ES290","0.0",,"stellaria graminea","stenogyne cranwelliae","stellaria graminea","stenogyne cranwelliae","0.0","0.0","stellaria graminea","stenogyne cranwelliae","stellaria graminea","stenogyne cranwelliae","0.33333333333333337","0.33333333333333337","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[lesser starwort, lesser stitchwort, grassy starwort, grassleaved stichwort, grasslike starwort, little starwort, grass like starwort, grass leaved stellaria, common stitchwort, grass leaf starwort]","[no common name]","[lesser starwort, lesser stitchwort, grassy starwort, grassleaved stichwort, grasslike starwort, little starwort, grass like starwort, grass leaved stellaria, common stitchwort, grass leaf starwort]","[no common name]","0.23529411764705888","0.23529411764705888","lesser starwort lesser stitchwort grassy starwort grassleaved stichwort grasslike starwort little starwort grass like starwort grass leaved stellaria common stitchwort grass leaf starwort","no common name","lesser starwort lesser stitchwort grassy starwort grassleaved stichwort grasslike starwort little starwort grass like starwort grass leaved stellaria common stitchwort grass leaf starwort","no common name","0.0625","0.0625","northeast midwest southeast pacific","pacific","northeast midwest southeast pacific","pacific","0.25","0.25"
"WekaMatchingRule","BIO33594","ES671","0.0",,"phytolacca icosandra","phyllostegia pilosa","phytolacca icosandra","phyllostegia pilosa","0.0","0.0","phytolacca icosandra","phyllostegia pilosa","phytolacca icosandra","phyllostegia pilosa","0.35","0.35","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[tropical pokeweed]","[no common name]","[tropical pokeweed]","[no common name]","0.17647058823529416","0.17647058823529416","tropical pokeweed","no common name","tropical pokeweed","no common name","0.0","0.0","southwest","pacific","southwest","pacific","0.0","0.0"
"WekaMatchingRule","BIO10164","ES446","0.0",,"cladina pacifica","clarkia springvillensis","cladina pacifica","clarkia springvillensis","0.0","0.0","cladina pacifica","clarkia springvillensis","cladina pacifica","clarkia springvillensis","0.30434782608695654","0.30434782608695654","Fungi","Vascular Plant","Fungi","Vascular Plant","0.0","0.0","[none]","[springville clarkia]","[none]","[springville clarkia]","0.10526315789473684","0.10526315789473684","none","springville clarkia","none","springville clarkia","0.0","0.0","pacific southwest","pacific southwest","pacific southwest","pacific southwest","1.0","1.0"
"WekaMatchingRule","BIO10507","ES1334","1.0","1","clemmys muhlenbergii","clemmys muhlenbergii","clemmys muhlenbergii","clemmys muhlenbergii","1.0","1.0","clemmys muhlenbergii","clemmys muhlenbergii","clemmys muhlenbergii","clemmys muhlenbergii","1.0","1.0","Reptile","Reptile","Reptile","Reptile","1.0","1.0","[bog turtle]","[bog turtle]","[bog turtle]","[bog turtle]","1.0","1.0","bog turtle","bog turtle","bog turtle","bog turtle","1.0","1.0","southeast","northeast","southeast","northeast","0.0","0.0"
"WekaMatchingRule","BIO34399","ES1631","0.0",,"pleurobrachia bachei","pleurobema perovatum","pleurobrachia bachei","pleurobema perovatum","0.0","0.0","pleurobrachia bachei","pleurobema perovatum","pleurobrachia bachei","pleurobema perovatum","0.4","0.4","Invertebrate","Invertebrate","Invertebrate","Invertebrate","1.0","1.0","[none]","[ovate clubshell]","[none]","[ovate clubshell]","0.06666666666666665","0.06666666666666665","none","ovate clubshell","none","ovate clubshell","0.0","0.0","pacific southwest","southeast","pacific southwest","southeast","0.0","0.0"
"WekaMatchingRule","BIO04248","ES471","0.73",,"astragalus humistratus","astragalus clarianus","astragalus humistratus","astragalus clarianus","0.3333333333333333","0.3333333333333333","astragalus humistratus","astragalus clarianus","astragalus humistratus","astragalus clarianus","0.6363636363636364","0.6363636363636364","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[ground cover milkvetch, groundcover milkvetch]","[clara hunt s milk vetch]","[ground cover milkvetch, groundcover milkvetch]","[clara hunt s milk vetch]","0.4347826086956522","0.4347826086956522","ground cover milkvetch groundcover milkvetch","clara hunt s milk vetch","ground cover milkvetch groundcover milkvetch","clara hunt s milk vetch","0.0","0.0","southwest","pacific southwest","southwest","pacific southwest","0.5","0.5"
"WekaMatchingRule","BIO43111","ES1571","0.0",,"thamnolia","thamnophis eques megalops","thamnolia","thamnophis eques megalops","0.0","0.0","thamnolia","thamnophis eques megalops","thamnolia","thamnophis eques megalops","0.31999999999999995","0.31999999999999995","Fungi","Reptile","Fungi","Reptile","0.0","0.0","[none]","[northern mexican gartersnake]","[none]","[northern mexican gartersnake]","0.1428571428571429","0.1428571428571429","none","northern mexican gartersnake","none","northern mexican gartersnake","0.0","0.0","alaska","southwest","alaska","southwest","0.0","0.0"
"WekaMatchingRule","BIO39213","ES194","0.0",,"scheuchzeria palustris ssp. americana","schiedea diffusa subsp. diffusa","scheuchzeria palustris ssp. americana","schiedea diffusa subsp. diffusa","0.0","0.0","scheuchzeria palustris ssp. americana","schiedea diffusa subsp. diffusa","scheuchzeria palustris ssp. americana","schiedea diffusa subsp. diffusa","0.3513513513513513","0.3513513513513513","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[rannoch rush, scheuchzeria, american scheuchzeria, bog arrowgrass]","[no common name]","[rannoch rush, scheuchzeria, american scheuchzeria, bog arrowgrass]","[no common name]","0.2142857142857143","0.2142857142857143","rannoch rush scheuchzeria american scheuchzeria bog arrowgrass","no common name","rannoch rush scheuchzeria american scheuchzeria bog arrowgrass","no common name","0.0","0.0","northeast mountain prairie pacific southwest alaska midwest","pacific","northeast mountain prairie pacific southwest alaska midwest","pacific","0.14285714285714285","0.14285714285714285"
"WekaMatchingRule","BIO35153","ES757","0.0",,"polystichum braunii","polygonum hickmanii","polystichum braunii","polygonum hickmanii","0.0","0.0","polystichum braunii","polygonum hickmanii","polystichum braunii","polygonum hickmanii","0.42105263157894735","0.42105263157894735","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[braun s hollyfern]","[scotts valley polygonum]","[braun s hollyfern]","[scotts valley polygonum]","0.21739130434782605","0.21739130434782605","braun s hollyfern","scotts valley polygonum","braun s hollyfern","scotts valley polygonum","0.0","0.0","alaska","pacific southwest","alaska","pacific southwest","0.0","0.0"
"WekaMatchingRule","BIO36044","ES677","0.96","1","pseudognaphalium sandwicensium var. hawaiiense","pseudognaphalium sandwicensium var. molokaiense","pseudognaphalium sandwicensium var. hawaiiense","pseudognaphalium sandwicensium var. molokaiense","0.6","0.6","pseudognaphalium sandwicensium var. hawaiiense","pseudognaphalium sandwicensium var. molokaiense","pseudognaphalium sandwicensium var. hawaiiense","pseudognaphalium sandwicensium var. molokaiense","0.8723404255319149","0.8723404255319149","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[ ena ena]","[ ena ena]","[ ena ena]","[ ena ena]","1.0","1.0"," ena ena"," ena ena"," ena ena"," ena ena","1.0","1.0","pacific","pacific","pacific","pacific","1.0","1.0"
"WekaMatchingRule","BIO17439","ES1016","0.0",,"eurytomidae","eurycea chisholmensis","eurytomidae","eurycea chisholmensis","0.0","0.0","eurytomidae","eurycea chisholmensis","eurytomidae","eurycea chisholmensis","0.2857142857142857","0.2857142857142857","Insect","Amphibian","Insect","Amphibian","0.0","0.0","[seed chalcids, jointworms, eurytomids]","[salado salamander]","[seed chalcids, jointworms, eurytomids]","[salado salamander]","0.2941176470588235","0.2941176470588235","seed chalcids jointworms eurytomids","salado salamander","seed chalcids jointworms eurytomids","salado salamander","0.0","0.0","pacific southwest","southwest","pacific southwest","southwest","0.5","0.5"
"WekaMatchingRule","BIO37520","ES326","0.0",,"rhododendron alabamense","rhodiola integrifolia ssp. leedyi","rhododendron alabamense","rhodiola integrifolia ssp. leedyi","0.0","0.0","rhododendron alabamense","rhodiola integrifolia ssp. leedyi","rhododendron alabamense","rhodiola integrifolia ssp. leedyi","0.303030303030303","0.303030303030303","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[alabama azalea]","[leedy s roseroot]","[alabama azalea]","[leedy s roseroot]","0.0625","0.0625","alabama azalea","leedy s roseroot","alabama azalea","leedy s roseroot","0.0","0.0","southeast","midwest","southeast","midwest","0.0","0.0"
"WekaMatchingRule","BIO13790","ES816","0.0",,"dicymbium elongatum","dicerandra christmanii","dicymbium elongatum","dicerandra christmanii","0.0","0.0","dicymbium elongatum","dicerandra christmanii","dicymbium elongatum","dicerandra christmanii","0.2272727272727273","0.2272727272727273","Spider/Scorpion","Vascular Plant","Spider/Scorpion","Vascular Plant","0.0","0.0","[none]","[garrett s mint]","[none]","[garrett s mint]","0.0714285714285714","0.0714285714285714","none","garrett s mint","none","garrett s mint","0.0","0.0","southeast","southeast","southeast","southeast","1.0","1.0"
"WekaMatchingRule","BIO37683","ES1439","0.11",,"rhynchosida physocalyx","rhynchopsitta pachyrhyncha","rhynchosida physocalyx","rhynchopsitta pachyrhyncha","0.0","0.0","rhynchosida physocalyx","rhynchopsitta pachyrhyncha","rhynchosida physocalyx","rhynchopsitta pachyrhyncha","0.5384615384615384","0.5384615384615384","Vascular Plant","Bird","Vascular Plant","Bird","0.0","0.0","[buff petal, buffpetal]","[thick billed parrot]","[buff petal, buffpetal]","[thick billed parrot]","0.1578947368421053","0.1578947368421053","buff petal buffpetal","thick billed parrot","buff petal buffpetal","thick billed parrot","0.0","0.0","southwest","southwest","southwest","southwest","1.0","1.0"
"WekaMatchingRule","BIO31634","ES557","0.0",,"partulina dolei","parvisedum leiocarpum","partulina dolei","parvisedum leiocarpum","0.0","0.0","partulina dolei","parvisedum leiocarpum","partulina dolei","parvisedum leiocarpum","0.23809523809523814","0.23809523809523814","Slug/Snail","Vascular Plant","Slug/Snail","Vascular Plant","0.0","0.0","[none]","[lake county stonecrop]","[none]","[lake county stonecrop]","0.19047619047619047","0.19047619047619047","none","lake county stonecrop","none","lake county stonecrop","0.0","0.0","pacific","pacific southwest","pacific","pacific southwest","0.5","0.5"
"WekaMatchingRule","BIO09109","ES996","0.0",,"chamaesyce parishii","charadrius nivosus nivosus","chamaesyce parishii","charadrius nivosus nivosus","0.0","0.0","chamaesyce parishii","charadrius nivosus nivosus","chamaesyce parishii","charadrius nivosus nivosus","0.2692307692307693","0.2692307692307693","Vascular Plant","Bird","Vascular Plant","Bird","0.0","0.0","[parish s spurge]","[western snowy plover]","[parish s spurge]","[western snowy plover]","0.19999999999999996","0.19999999999999996","parish s spurge","western snowy plover","parish s spurge","western snowy plover","0.0","0.0","pacific southwest","pacific southwest","pacific southwest","pacific southwest","1.0","1.0"
"WekaMatchingRule","BIO39207","ES296","0.0",,"schedonnardus paniculatus","schiedea hookeri","schedonnardus paniculatus","schiedea hookeri","0.0","0.0","schedonnardus paniculatus","schiedea hookeri","schedonnardus paniculatus","schiedea hookeri","0.24","0.24","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[tumblegrass, tumbleggrass, tumble grass]","[no common name]","[tumblegrass, tumbleggrass, tumble grass]","[no common name]","0.1428571428571429","0.1428571428571429","tumblegrass tumbleggrass tumble grass","no common name","tumblegrass tumbleggrass tumble grass","no common name","0.0","0.0","southwest pacific mountain prairie","pacific","southwest pacific mountain prairie","pacific","0.25","0.25"
"WekaMatchingRule","BIO13118","ES299","0.0",,"delphinium parryi","delissea undulata","delphinium parryi","delissea undulata","0.0","0.0","delphinium parryi","delissea undulata","delphinium parryi","delissea undulata","0.17647058823529416","0.17647058823529416","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[san bernardino larkspur]","[no common name]","[san bernardino larkspur]","[no common name]","0.17391304347826086","0.17391304347826086","san bernardino larkspur","no common name","san bernardino larkspur","no common name","0.0","0.0","pacific southwest","pacific","pacific southwest","pacific","0.5","0.5"
"WekaMatchingRule","BIO35035","ES1115","0.0",,"polygrammate hebraeicum","polygyriscus virginianus","polygrammate hebraeicum","polygyriscus virginianus","0.0","0.0","polygrammate hebraeicum","polygyriscus virginianus","polygrammate hebraeicum","polygyriscus virginianus","0.33333333333333337","0.33333333333333337","Insect","Slug/Snail","Insect","Slug/Snail","0.0","0.0","[hebrew moth, the hebrew]","[virginia fringed mountain snail]","[hebrew moth, the hebrew]","[virginia fringed mountain snail]","0.19354838709677424","0.19354838709677424","hebrew moth the hebrew","virginia fringed mountain snail","hebrew moth the hebrew","virginia fringed mountain snail","0.0","0.0","southeast","northeast","southeast","northeast","0.0","0.0"
"WekaMatchingRule","BIO43427","ES548","0.0",,"thysanocarpus curvipes","thymophylla tephroleuca","thysanocarpus curvipes","thymophylla tephroleuca","0.0","0.0","thysanocarpus curvipes","thymophylla tephroleuca","thysanocarpus curvipes","thymophylla tephroleuca","0.17391304347826086","0.17391304347826086","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[common fringe pod, lacepod mustard, sand lacepod, hairy lace pod, fringepod, hairy fringe pod, sand fringepod]","[ashy dogweed]","[common fringe pod, lacepod mustard, sand lacepod, hairy lace pod, fringepod, hairy fringe pod, sand fringepod]","[ashy dogweed]","0.3125","0.3125","common fringe pod lacepod mustard sand lacepod hairy lace pod fringepod hairy fringe pod sand fringepod","ashy dogweed","common fringe pod lacepod mustard sand lacepod hairy lace pod fringepod hairy fringe pod sand fringepod","ashy dogweed","0.0","0.0","pacific southwest southwest pacific","southwest","pacific southwest southwest pacific","southwest","0.5","0.5"
"WekaMatchingRule","BIO15909","ES628","0.0",,"erebia","eremalche kernensis","erebia","eremalche kernensis","0.0","0.0","erebia","eremalche kernensis","erebia","eremalche kernensis","0.21052631578947367","0.21052631578947367","Insect","Vascular Plant","Insect","Vascular Plant","0.0","0.0","[none]","[kern mallow]","[none]","[kern mallow]","0.09090909090909094","0.09090909090909094","none","kern mallow","none","kern mallow","0.0","0.0","alaska","pacific southwest","alaska","pacific southwest","0.0","0.0"
"WekaMatchingRule","BIO06706","ES247","0.0",,"calochortus ciscoensis","calamagrostis hillebrandii","calochortus ciscoensis","calamagrostis hillebrandii","0.0","0.0","calochortus ciscoensis","calamagrostis hillebrandii","calochortus ciscoensis","calamagrostis hillebrandii","0.3846153846153846","0.3846153846153846","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[cisco sego lily]","[hillebrand s reedgrass]","[cisco sego lily]","[hillebrand s reedgrass]","0.18181818181818177","0.18181818181818177","cisco sego lily","hillebrand s reedgrass","cisco sego lily","hillebrand s reedgrass","0.0","0.0","mountain prairie","pacific","mountain prairie","pacific","0.0","0.0"
"WekaMatchingRule","BIO41842","ES1657","1.0","1","sterna antillarum","sterna antillarum browni","sterna antillarum","sterna antillarum browni","0.6666666666666666","0.6666666666666666","sterna antillarum","sterna antillarum browni","sterna antillarum","sterna antillarum browni","0.7083333333333333","0.7083333333333333","Bird","Bird","Bird","Bird","1.0","1.0","[least tern, eastern least tern]","[california least tern]","[least tern, eastern least tern]","[california least tern]","0.6666666666666667","0.6666666666666667","least tern eastern least tern","california least tern","least tern eastern least tern","california least tern","0.5","0.5","northeast mountain prairie pacific southwest southwest southeast","pacific southwest","northeast mountain prairie pacific southwest southwest southeast","pacific southwest","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","BIO09126","ES1212","0.0",,"chamaesyce simulans","chasmistes liorus","chamaesyce simulans","chasmistes liorus","0.0","0.0","chamaesyce simulans","chasmistes liorus","chamaesyce simulans","chasmistes liorus","0.368421052631579","0.368421052631579","Vascular Plant","Fish","Vascular Plant","Fish","0.0","0.0","[mimicking sandmat, smallseed sandmat]","[june sucker]","[mimicking sandmat, smallseed sandmat]","[june sucker]","0.17647058823529416","0.17647058823529416","mimicking sandmat smallseed sandmat","june sucker","mimicking sandmat smallseed sandmat","june sucker","0.0","0.0","southwest","mountain prairie","southwest","mountain prairie","0.0","0.0"
"WekaMatchingRule","BIO31881","ES2",,"0","pegomya cresca","deinandra increscens ssp. villosa","pegomya cresca","deinandra increscens ssp. villosa","0.0","0.0","pegomya cresca","deinandra increscens ssp. villosa","pegomya cresca","deinandra increscens ssp. villosa","0.2727272727272727","0.2727272727272727","Insect","Vascular Plant","Insect","Vascular Plant","0.0","0.0","[none]","[gaviota tarplant]","[none]","[gaviota tarplant]","0.125","0.125","none","gaviota tarplant","none","gaviota tarplant","0.0","0.0","pacific mountain prairie","pacific southwest","pacific mountain prairie","pacific southwest","0.25","0.25"
"WekaMatchingRule","BIO04329","ES683","0.59",,"astragalus newberryi var. newberryi","astragalus lentiginosus var. coachellae","astragalus newberryi var. newberryi","astragalus lentiginosus var. coachellae","0.4","0.4","astragalus newberryi var. newberryi","astragalus lentiginosus var. coachellae","astragalus newberryi var. newberryi","astragalus lentiginosus var. coachellae","0.4871794871794872","0.4871794871794872","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[newberry s rattleweed, newberry s milkvetch]","[coachella valley milk vetch]","[newberry s rattleweed, newberry s milkvetch]","[coachella valley milk vetch]","0.4444444444444444","0.4444444444444444","newberry s rattleweed newberry s milkvetch","coachella valley milk vetch","newberry s rattleweed newberry s milkvetch","coachella valley milk vetch","0.0","0.0","pacific southwest mountain prairie","pacific southwest","pacific southwest mountain prairie","pacific southwest","0.5","0.5"
"WekaMatchingRule","BIO18812","ES1262","1.0","1","gila elegans","gila elegans","gila elegans","gila elegans","1.0","1.0","gila elegans","gila elegans","gila elegans","gila elegans","1.0","1.0","Fish","Fish","Fish","Fish","1.0","1.0","[bonytail chub, bonytail]","[bonytail]","[bonytail chub, bonytail]","[bonytail]","1.0","1.0","bonytail chub bonytail","bonytail","bonytail chub bonytail","bonytail","0.5","0.5","southwest mountain prairie","mountain prairie","southwest mountain prairie","mountain prairie","0.6666666666666666","0.6666666666666666"
"WekaMatchingRule","BIO12728","ES581","0.0",,"cypris","cyperus neokunthianus","cypris","cyperus neokunthianus","0.0","0.0","cypris","cyperus neokunthianus","cypris","cyperus neokunthianus","0.2857142857142857","0.2857142857142857","Crab/Lobster/Shrimp","Vascular Plant","Crab/Lobster/Shrimp","Vascular Plant","0.0","0.0","[none]","[no common name]","[none]","[no common name]","0.2857142857142857","0.2857142857142857","none","no common name","none","no common name","0.0","0.0","pacific southwest","pacific","pacific southwest","pacific","0.5","0.5"
"WekaMatchingRule","BIO35609","ES752","0.0",,"prionolabis","primula maguirei","prionolabis","primula maguirei","0.0","0.0","prionolabis","primula maguirei","prionolabis","primula maguirei","0.3125","0.3125","Insect","Vascular Plant","Insect","Vascular Plant","0.0","0.0","[none]","[maguire primrose]","[none]","[maguire primrose]","0.125","0.125","none","maguire primrose","none","maguire primrose","0.0","0.0","southeast","mountain prairie","southeast","mountain prairie","0.0","0.0"
"WekaMatchingRule","BIO38455","ES946","0.0",,"salix candida","salmo salar","salix candida","salmo salar","0.0","0.0","salix candida","salmo salar","salix candida","salmo salar","0.3846153846153846","0.3846153846153846","Vascular Plant","Fish","Vascular Plant","Fish","0.0","0.0","[sageleaf willow, hoary willow, sage willow]","[atlantic salmon]","[sageleaf willow, hoary willow, sage willow]","[atlantic salmon]","0.2666666666666667","0.2666666666666667","sageleaf willow hoary willow sage willow","atlantic salmon","sageleaf willow hoary willow sage willow","atlantic salmon","0.0","0.0","mountain prairie pacific midwest alaska","northeast","mountain prairie pacific midwest alaska","northeast","0.0","0.0"
