"RecordIDS","AverageConsistency","scientificName-Consistency","scientificName-Values","category-Consistency","category-Values","listingStatuses-Consistency","listingStatuses-Values","commonNames-Consistency","commonNames-Values","regionnames-Consistency","regionnames-Values","regions-Consistency","regions-Values"
"BIO41118+http://www.wikidata.org/entity/q28079","0.8333333333333334","1.0","{sphagnum cuspidatum|sphagnum cuspidatum}","1.0","{Nonvascular Plant|Nonvascular Plant}","1.0","{[none]}","0.0","{[toothed sphagnum]|[toothed sphagnum, sphagnum cuspidatum]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO11309+ES825","0.5","0.0","{cordylanthus rigidus ssp. rigidus|cordylanthus mollis ssp. mollis}","1.0","{Vascular Plant|Vascular Plant}","0.0","{[none]|[endangered]}","0.0","{[stiffbranch bird s beak]|[soft bird s beak]}","1.0","{[pacific southwest]|[pacific southwest]}","1.0","{[8]|[8]}"
"BIO41842+BIO41860+ES1657+http://www.wikidata.org/entity/q28168","0.4166666666666667","0.5","{sterna antillarum|sternula antillarum|sterna antillarum browni|sternula antillarum}","1.0","{Bird|Bird|Bird|Bird}","0.5","{[endangered]|[none]|[endangered]|[least concern]}","0.5","{[least tern, eastern least tern]|[least tern]|[california least tern]|[least tern]}","0.0","{[northeast, mountain prairie, pacific southwest, southwest, southeast]|[pacific southwest, southwest]|[pacific southwest]}","0.0","{[5, 6, 8, 2, 4]|[8, 2]|[8]}"
"BIO06652+http://www.wikidata.org/entity/q1827942","0.8333333333333334","1.0","{callobius severus|callobius severus}","1.0","{Spider/Scorpion|Spider/Scorpion}","1.0","{[none]}","0.0","{[none]|[callobius severus]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO45825+http://www.wikidata.org/entity/q972996","0.8333333333333334","1.0","{xysticus montanensis|xysticus montanensis}","1.0","{Spider/Scorpion|Spider/Scorpion}","1.0","{[none]}","0.0","{[none]|[xysticus montanensis]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO28925+BIO28926+ES1491+http://www.wikidata.org/entity/q1766870","0.6388888888888888","0.5","{neotoma floridana|neotoma floridana smalli|neotoma floridana smalli|neotoma floridana}","1.0","{Mammal|Mammal|Mammal|Mammal}","0.5","{[none]|[endangered]|[endangered]|[least concern]}","0.5","{[eastern woodrat]|[key largo woodrat]|[key largo woodrat]|[key largo woodrat, eastern woodrat]}","0.6666666666666666","{[pacific southwest, southeast]|[southeast]|[southeast]}","0.6666666666666666","{[8, 4]|[4]|[4]}"
"BIO33608+http://www.wikidata.org/entity/q476655","0.6666666666666666","1.0","{picea breweriana|picea breweriana}","1.0","{Vascular Plant|Vascular Plant}","0.0","{[none]|[vulnerable]}","0.0","{[weeping spruce, brewer spruce]|[brewer spruce, weeping spruce, brewers spruce, picea breweriana]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO04956+http://www.wikidata.org/entity/q1519347","0.8333333333333334","1.0","{barbula unguiculata|barbula unguiculata}","1.0","{Nonvascular Plant|Nonvascular Plant}","1.0","{[none]}","0.0","{[barbula moss]|[barbula moss, barbula unguiculata]}","1.0","{[northeast, southeast, mountain prairie]}","1.0","{[5, 4, 6]}"
"BIO07237+http://www.wikidata.org/entity/q304407","0.6666666666666666","1.0","{cantherhines macrocerus|cantherhines macrocerus}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","0.0","{[whitespotted filefish]|[whitespotted filefish, cantherhines macrocerus]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO27468+http://www.wikidata.org/entity/q703702","0.6666666666666666","1.0","{microtus oeconomus|microtus oeconomus}","1.0","{Mammal|Mammal}","0.0","{[none]|[least concern]}","0.0","{[tundra vole]|[root vole, tundra vole, northern vole]}","1.0","{[alaska]}","1.0","{[7]}"
"BIO19669+ES726","0.8333333333333334","1.0","{hackelia venusta|hackelia venusta}","1.0","{Vascular Plant|Vascular Plant}","1.0","{[endangered]|[endangered]}","0.0","{[lesser showy stickseed, showy stickseed]|[showy stickseed]}","1.0","{[pacific]|[pacific]}","1.0","{[1]|[1]}"
"BIO24650+BIO24663+http://www.wikidata.org/entity/q310832","0.38888888888888884","0.6666666666666666","{limenitis archippus|limentis archippus|limenitis archippus}","1.0","{Insect|Insect|Insect}","0.6666666666666666","{[none]|[none]|[least concern]}","0.0","{[viceroy, butterfly]|[viceroy]|[viceroy, limenitis archippus]}","0.0","{[northeast, mountain prairie, southeast, pacific southwest]|[southeast]}","0.0","{[5, 6, 4, 8]|[4]}"
"BIO43831+http://www.wikidata.org/entity/q1309195","0.8333333333333334","1.0","{tremella fuciformis|tremella fuciformis}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[tremella fuciformis]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO02961+ES565","1.0","1.0","{arabis macdonaldiana|arabis macdonaldiana}","1.0","{Vascular Plant|Vascular Plant}","1.0","{[endangered]|[endangered]}","1.0","{[mcdonald s rock cress]|[mcdonald s rock cress]}","1.0","{[pacific southwest]|[pacific southwest]}","1.0","{[8]|[8]}"
"BIO07370+http://www.wikidata.org/entity/q427241","0.8333333333333334","1.0","{cardellina rubrifrons|cardellina rubrifrons}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[red faced warbler]|[red faced warbler]}","1.0","{[pacific southwest, southwest]}","1.0","{[8, 2]}"
"BIO39043+http://www.wikidata.org/entity/q960227","0.8333333333333334","1.0","{scapanus latimanus|scapanus latimanus}","1.0","{Mammal|Mammal}","0.0","{[none]|[least concern]}","1.0","{[broad footed mole]|[broad footed mole]}","1.0","{[pacific southwest, pacific]}","1.0","{[8, 1]}"
"BIO14992+http://www.wikidata.org/entity/q392139","0.8333333333333334","1.0","{egretta tricolor|egretta tricolor}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[tricolored heron]|[tricolored heron]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, pacific, southeast]}","1.0","{[5, 6, 8, 2, 1, 4]}"
"BIO31464+http://www.wikidata.org/entity/q2143423","0.8333333333333334","1.0","{pardosa vadosa|pardosa vadosa}","1.0","{Spider/Scorpion|Spider/Scorpion}","1.0","{[none]}","0.0","{[none]|[pardosa vadosa]}","1.0","{[southwest]}","1.0","{[2]}"
"BIO12350+http://www.wikidata.org/entity/q2088377","0.8333333333333334","1.0","{cybaeopsis armipotens|cybaeopsis armipotens}","1.0","{Spider/Scorpion|Spider/Scorpion}","1.0","{[none]}","0.0","{[none]|[cybaeopsis armipotens]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO02029+http://www.wikidata.org/entity/q2047759","0.6666666666666666","1.0","{anchoviella perfasciata|anchoviella perfasciata}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","0.0","{[flat anchovy]|[flat anchovy, anchoviella perfasciata]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO28254+http://www.wikidata.org/entity/q972551","0.6666666666666666","1.0","{myioborus miniatus|myioborus miniatus}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","0.0","{[slate throated redstart]|[slate throated whitestart, slate throated redstart]}","1.0","{[southwest]}","1.0","{[2]}"
"BIO37038+http://www.wikidata.org/entity/q59277","0.6666666666666666","1.0","{rana boylii|rana boylii}","1.0","{Amphibian|Amphibian}","0.0","{[under review]|[near threatened]}","0.0","{[foothill yellow legged frog]|[foothill yellow legged frog, yellow legged frog]}","1.0","{[pacific southwest, pacific]}","1.0","{[8, 1]}"
"BIO42574+http://www.wikidata.org/entity/q969510","0.8333333333333334","1.0","{syspira synthetica|syspira synthetica}","1.0","{Spider/Scorpion|Spider/Scorpion}","1.0","{[none]}","0.0","{[none]|[syspira synthetica]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO00781+http://www.wikidata.org/entity/q1097213","0.6666666666666666","1.0","{agaricus silvaticus|agaricus silvaticus}","1.0","{Fungi|Fungi}","0.0","{[none]|[least concern]}","0.0","{[none]|[blushing wood mushroom, scaly wood mushroom, agaricus silvaticus]}","1.0","{[pacific southwest, northeast]}","1.0","{[8, 5]}"
"BIO18007+http://www.wikidata.org/entity/q2143450","0.8333333333333334","1.0","{formicilla munda|formicilla munda}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[formicilla munda]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO03819+http://www.wikidata.org/entity/q2066380","0.8333333333333334","1.0","{ashmeadiella vandykiella|ashmeadiella vandykiella}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[ashmeadiella vandykiella]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO29429+http://www.wikidata.org/entity/q1552306","0.6666666666666666","1.0","{notophthalmus viridescens|notophthalmus viridescens}","1.0","{Amphibian|Amphibian}","0.0","{[none]|[least concern]}","0.0","{[ebbet, eastern newt, red spotted newt, common newt, red eft]|[eastern newt, notophthalmus viridescens]}","1.0","{[pacific southwest, northeast, southeast, midwest]}","1.0","{[8, 5, 4, 3]}"
"BIO15665+http://www.wikidata.org/entity/q2168456","0.8333333333333334","1.0","{epicauta tenella|epicauta tenella}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[epicauta tenella]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO41306+http://www.wikidata.org/entity/q2100086","1.0","1.0","{spirinchus starksi|spirinchus starksi}","1.0","{Fish|Fish}","1.0","{[none]}","1.0","{[night smelt]|[night smelt]}","1.0","{[pacific southwest, pacific, alaska]}","1.0","{[8, 1, 7]}"
"BIO18801+http://www.wikidata.org/entity/q2144171","0.6666666666666666","1.0","{gibbonsia elegans|gibbonsia elegans}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","0.0","{[spotted kelpfish]|[spotted kelpfish, gibbonsia elegans]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO34476+http://www.wikidata.org/entity/q18865","0.6666666666666666","1.0","{pluvialis fulva|pluvialis fulva}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","0.0","{[pacific golden plover, pacific golden plover, kolea]|[pacific golden plover]}","1.0","{[pacific southwest, pacific, alaska]}","1.0","{[8, 1, 7]}"
"BIO39454+http://www.wikidata.org/entity/q815837","0.6666666666666666","1.0","{scomber japonicus|scomber japonicus}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","0.0","{[pacific chub mackerel, chub mackerel, common mackerel, pacific mackerel]|[pacific chub mackerel, spanish mackerel, chub mackerel]}","1.0","{[pacific southwest, southeast, alaska]}","1.0","{[8, 4, 7]}"
"BIO44513+http://www.wikidata.org/entity/q1261628","0.8333333333333334","1.0","{tyrannus vociferans|tyrannus vociferans}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[cassin s kingbird]|[cassin s kingbird]}","1.0","{[pacific southwest, southwest, mountain prairie]}","1.0","{[8, 2, 6]}"
"BIO41212+http://www.wikidata.org/entity/q726259","0.8333333333333334","1.0","{sphyrna zygaena|sphyrna zygaena}","1.0","{Fish|Fish}","0.0","{[none]|[vulnerable]}","1.0","{[smooth hammerhead]|[smooth hammerhead]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO22723+http://www.wikidata.org/entity/q1713388","0.8333333333333334","1.0","{jungermannia atrovirens|jungermannia atrovirens}","1.0","{Nonvascular Plant|Nonvascular Plant}","1.0","{[none]}","0.0","{[none]|[jungermannia atrovirens]}","1.0","{[pacific, mountain prairie]}","1.0","{[1, 6]}"
"BIO30101+http://www.wikidata.org/entity/q673380","0.8333333333333334","1.0","{oncorhynchus gorbuscha|oncorhynchus gorbuscha}","1.0","{Fish|Fish}","1.0","{[none]}","0.0","{[humpy, humpies, humpy salmon, pink salmon]|[pink salmon]}","1.0","{[pacific southwest, pacific, midwest, alaska]}","1.0","{[8, 1, 3, 7]}"
"BIO43627+http://www.wikidata.org/entity/q1440975","0.6666666666666666","1.0","{torreya californica|torreya californica}","1.0","{Vascular Plant|Vascular Plant}","0.0","{[none]|[vulnerable]}","0.0","{[california torreya, california nutmeg, california nutmeg]|[stinking cedar, california nutmeg, california torreya, torreya californica]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO04464+http://www.wikidata.org/entity/q467068","0.6666666666666666","1.0","{athene cunicularia|athene cunicularia}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","0.0","{[burrowing owls, burrowing owl]|[burrowing owl]}","1.0","{[mountain prairie, pacific southwest, southwest, pacific, southeast]}","1.0","{[6, 8, 2, 1, 4]}"
"BIO42304+http://www.wikidata.org/entity/q1375616","0.6666666666666666","1.0","{sympetrum obtrusum|sympetrum obtrusum}","1.0","{Insect|Insect}","0.0","{[none]|[least concern]}","0.0","{[new name, white faced meadowhawk]|[white faced meadowhawk]}","1.0","{[pacific, midwest, mountain prairie]}","1.0","{[1, 3, 6]}"
"BIO37355+http://www.wikidata.org/entity/q1855698","0.8333333333333334","1.0","{rhantus pacificus|rhantus pacificus}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[rhantus pacificus]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO08983+http://www.wikidata.org/entity/q1054432","0.6666666666666666","1.0","{chaetodon sedentarius|chaetodon sedentarius}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","0.0","{[reef butterflyfish]|[butterbun, school mistress, least butterflyfish, reef butterflyfish, katy]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO10233+http://www.wikidata.org/entity/q456384","0.8333333333333334","1.0","{cladonia fimbriata|cladonia fimbriata}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[lichen]|[cup lichen, cladonia fimbriata]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast]}","1.0","{[5, 6, 8, 2, 1, 7, 4]}"
"BIO12332+ES470","1.0","1.0","{cyanea solanacea|cyanea solanacea}","1.0","{Vascular Plant|Vascular Plant}","1.0","{[endangered]|[endangered]}","1.0","{[popolo]|[popolo]}","1.0","{[pacific]|[pacific]}","1.0","{[1]|[1]}"
"BIO07304+http://www.wikidata.org/entity/q833586","0.8333333333333334","1.0","{carcharhinus obscurus|carcharhinus obscurus}","1.0","{Fish|Fish}","0.0","{[none]|[endangered]}","1.0","{[dusky shark]|[dusky shark]}","1.0","{[pacific southwest, southeast]}","1.0","{[8, 4]}"
"BIO36396+http://www.wikidata.org/entity/q1394507","0.8333333333333334","1.0","{ptilidium pulcherrimum|ptilidium pulcherrimum}","1.0","{Nonvascular Plant|Nonvascular Plant}","1.0","{[none]}","0.0","{[none]|[ptilidium pulcherrimum]}","1.0","{[northeast, mountain prairie, pacific, alaska]}","1.0","{[5, 6, 1, 7]}"
"BIO29497+http://www.wikidata.org/entity/q1142785","0.8333333333333334","1.0","{nucifraga columbiana|nucifraga columbiana}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[clark s nutcracker]|[clark s nutcracker]}","1.0","{[mountain prairie, pacific southwest, southwest, pacific, alaska]}","1.0","{[6, 8, 2, 1, 7]}"
"BIO05543+http://www.wikidata.org/entity/q648351","0.8333333333333334","1.0","{boloria frigga|boloria frigga}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[frigga fritillary]|[frigga fritillary, boloria frigga]}","1.0","{[mountain prairie, pacific, alaska]}","1.0","{[6, 1, 7]}"
"BIO19003+http://www.wikidata.org/entity/q954191","0.8333333333333334","1.0","{gloeophyllum odoratum|gloeophyllum odoratum}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[gloeophyllum odoratum]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO21973+http://www.wikidata.org/entity/q1262840","0.8333333333333334","1.0","{ictinia mississippiensis|ictinia mississippiensis}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[mississippi kite]|[mississippi kite]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, southeast, midwest]}","1.0","{[5, 6, 8, 2, 4, 3]}"
"BIO30203+http://www.wikidata.org/entity/q767303","0.8333333333333334","1.0","{ophidion marginatum|ophidion marginatum}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","1.0","{[striped cusk eel]|[striped cusk eel]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO09159+http://www.wikidata.org/entity/q1273806","0.8333333333333334","1.0","{charadrius montanus|charadrius montanus}","1.0","{Bird|Bird}","0.0","{[none]|[near threatened]}","1.0","{[mountain plover]|[mountain plover]}","1.0","{[pacific southwest, southwest, pacific, mountain prairie]}","1.0","{[8, 2, 1, 6]}"
"BIO06863+http://www.wikidata.org/entity/q882764","0.8333333333333334","1.0","{calypogeia azurea|calypogeia azurea}","1.0","{Nonvascular Plant|Nonvascular Plant}","1.0","{[none]}","0.0","{[none]|[calypogeia azurea]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO06695+http://www.wikidata.org/entity/q1399164","0.6666666666666666","1.0","{calocedrus decurrens|calocedrus decurrens}","1.0","{Vascular Plant|Vascular Plant}","0.0","{[none]|[least concern]}","0.0","{[incense cedar, incense cedar]|[california incense cedar, incense cedar, california post cedar, bastard cedar, white cedar, calocedrus decurrens]}","1.0","{[pacific southwest, pacific]}","1.0","{[8, 1]}"
"BIO36481+http://www.wikidata.org/entity/q1310367","0.8333333333333334","1.0","{puccinia coronata|puccinia coronata}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[rust, crown rust of oats]|[puccinia coronata]}","1.0","{[pacific southwest, mountain prairie]}","1.0","{[8, 6]}"
"BIO17509+http://www.wikidata.org/entity/q657033","0.8333333333333334","1.0","{euthlypis lachrymosa|euthlypis lachrymosa}","1.0","{Bird|Bird}","1.0","{[none]}","0.0","{[fan tailed warbler]|[fan tailed warbler, euthlypis lachrymosa]}","1.0","{[southwest]}","1.0","{[2]}"
"BIO29412+http://www.wikidata.org/entity/q1762293","0.6666666666666666","1.0","{notiosorex crawfordi|notiosorex crawfordi}","1.0","{Mammal|Mammal}","0.0","{[none]|[least concern]}","0.0","{[crawford s gray shrew, desert shrew, crawford s desert shrew, gray shrew]|[crawford’s gray shrew, desert shrew, crawfords gray shrew]}","1.0","{[pacific southwest, southwest, mountain prairie]}","1.0","{[8, 2, 6]}"
"BIO35787+http://www.wikidata.org/entity/q2046324","0.8333333333333334","1.0","{proterhinus fuscicolor|proterhinus fuscicolor}","1.0","{Insect|Insect}","1.0","{[species of concern]}","0.0","{[none]|[proterhinus fuscicolor]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO39597+http://www.wikidata.org/entity/q2181258","0.8333333333333334","1.0","{sebastes borealis|sebastes borealis}","1.0","{Fish|Fish}","1.0","{[none]}","0.0","{[shortraker rockfish]|[shortraker rock fish]}","1.0","{[alaska]}","1.0","{[7]}"
"BIO29351+http://www.wikidata.org/entity/q2082500","0.8333333333333334","1.0","{nomada cressonii|nomada cressonii}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[cressons nomad bee, nomada cressonii]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO16807+http://www.wikidata.org/entity/q2043257","0.8333333333333334","1.0","{etheostoma bellum|etheostoma bellum}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","1.0","{[orangefin darter]|[orangefin darter]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO03717+ES852","0.16666666666666666","0.0","{asclepias|asclepias meadii}","1.0","{Vascular Plant|Vascular Plant}","0.0","{[none]|[threatened]}","0.0","{[milkweed]|[mead s milkweed]}","0.0","{[northeast, southeast]|[midwest]}","0.0","{[5, 4]|[3]}"
"BIO41677+http://www.wikidata.org/entity/q855485","0.6666666666666666","1.0","{stenodus leucichthys|stenodus leucichthys}","1.0","{Fish|Fish}","0.0","{[none]|[extinct in the wild]}","0.0","{[sheefish, inconnu]|[inconnu, beloribitsa, sheefish, stenodus leucichthys]}","1.0","{[alaska]}","1.0","{[7]}"
"BIO25933+ES1020","0.3333333333333333","1.0","{lynx canadensis|lynx canadensis}","1.0","{Mammal|Mammal}","0.0","{[none]|[threatened]}","0.0","{[lynx, canadian lynx, canada lynx]|[canada lynx]}","0.0","{[northeast, mountain prairie, southwest, pacific, alaska, midwest]|[mountain prairie]}","0.0","{[5, 6, 2, 1, 7, 3]|[6]}"
"BIO26367+http://www.wikidata.org/entity/q1366539","0.8333333333333334","1.0","{manduca sexta|manduca sexta}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[carolina sphinx, tobacco hornworm, manduca sexta]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO14587+http://www.wikidata.org/entity/q1336450","0.8333333333333334","1.0","{drosophila suzukii|drosophila suzukii}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[cherry drosophila, cherry vinegar fly, spotted wing drosophila, drosophila suzukii]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO06525+http://www.wikidata.org/entity/q927367","0.8333333333333334","1.0","{calcarius ornatus|calcarius ornatus}","1.0","{Bird|Bird}","0.0","{[none]|[vulnerable]}","1.0","{[chestnut collared longspur]|[chestnut collared longspur]}","1.0","{[pacific southwest, southwest, southeast, mountain prairie]}","1.0","{[8, 2, 4, 6]}"
"BIO24390+http://www.wikidata.org/entity/q1792744","0.8333333333333334","1.0","{leucodon sciuroides|leucodon sciuroides}","1.0","{Nonvascular Plant|Nonvascular Plant}","1.0","{[none]}","0.0","{[none]|[leucodon sciuroides]}","1.0","{[northeast]}","1.0","{[5]}"
"BIO00451+http://www.wikidata.org/entity/q2166333","0.6666666666666666","1.0","{acris gryllus|acris gryllus}","1.0","{Amphibian|Amphibian}","0.0","{[none]|[least concern]}","0.0","{[southern cricket frog]|[southern cricket frog, acris gryllus]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO38245+http://www.wikidata.org/entity/q1323740","0.6666666666666666","1.0","{russula aeruginea|russula aeruginea}","1.0","{Fungi|Fungi}","0.0","{[none]|[least concern]}","0.0","{[none]|[grass green russula, green brittlegill, russula aeruginea]}","1.0","{[pacific southwest, northeast, mountain prairie]}","1.0","{[8, 5, 6]}"
"BIO13197+http://www.wikidata.org/entity/q536690","0.8333333333333334","1.0","{dendroica striata|dendroica striata}","1.0","{Bird|Bird}","1.0","{[none]}","0.0","{[black poll warbler, blackpoll warbler]|[blackpoll warbler, dendroica striata]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, alaska, southeast, midwest]}","1.0","{[5, 6, 8, 2, 7, 4, 3]}"
"BIO21427+http://www.wikidata.org/entity/q1056749","1.0","1.0","{hyla femoralis|hyla femoralis}","1.0","{Amphibian|Amphibian}","1.0","{[none]}","1.0","{[pine woods treefrog]|[pine woods treefrog]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO40995+ES1456","0.3333333333333333","1.0","{speyeria callippe|speyeria callippe callippe}","1.0","{Insect|Insect}","0.0","{[none]|[endangered]}","0.0","{[calippe fritillary, callippe fritillary]|[callippe silverspot butterfly]}","0.0","{[pacific southwest, pacific, mountain prairie]|[pacific southwest]}","0.0","{[8, 1, 6]|[8]}"
"BIO26409+http://www.wikidata.org/entity/q752492","0.8333333333333334","1.0","{marasmius oreades|marasmius oreades}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[marasmius oreades]}","1.0","{[mountain prairie]}","1.0","{[6]}"
"BIO20749+http://www.wikidata.org/entity/q1358894","0.8333333333333334","1.0","{hiodon alosoides|hiodon alosoides}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","1.0","{[goldeye]|[goldeye]}","1.0","{[southeast, mountain prairie]}","1.0","{[4, 6]}"
"BIO39456+http://www.wikidata.org/entity/q311047","0.6666666666666666","1.0","{scomberomorus maculatus|scomberomorus maculatus}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","0.0","{[spanish mackerel, atlantic spanish mackerel]|[atlantic spanish mackerel]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO09473+http://www.wikidata.org/entity/q580159","0.8333333333333334","1.0","{chloroceryle americana|chloroceryle americana}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[green kingfisher]|[green kingfisher]}","1.0","{[southwest]}","1.0","{[2]}"
"BIO04822+http://www.wikidata.org/entity/q738534","0.8333333333333334","1.0","{baeolophus bicolor|baeolophus bicolor}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[tufted titmouse]|[tufted titmouse]}","1.0","{[northeast, southeast, mountain prairie]}","1.0","{[5, 4, 6]}"
"BIO03084+http://www.wikidata.org/entity/q2154702","0.5","0.0","{archilestes californica|archilestes californicus}","1.0","{Insect|Insect}","0.0","{[none]|[least concern]}","0.0","{[california spreadwing]|[archilestes californicus]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO26779+http://www.wikidata.org/entity/q1668191","0.8333333333333334","1.0","{melanohalea exasperatula|melanohalea exasperatula}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[melanohalea exasperatula]}","1.0","{[alaska]}","1.0","{[7]}"
"BIO31735+http://www.wikidata.org/entity/q1269998","0.8333333333333334","1.0","{patagioenas leucocephala|patagioenas leucocephala}","1.0","{Bird|Bird}","0.0","{[species of concern]|[near threatened]}","1.0","{[white crowned pigeon]|[white crowned pigeon]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO03370+http://www.wikidata.org/entity/q1216203","0.6666666666666666","1.0","{ariosoma balearicum|ariosoma balearicum}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","0.0","{[bandtooth conger]|[balearic conger, conger eel, bandtooth conger, baleares conger, ariosoma balearicum]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO27873+http://www.wikidata.org/entity/q1141346","1.0","1.0","{monomorium pharaonis|monomorium pharaonis}","1.0","{Insect|Insect}","1.0","{[none]}","1.0","{[pharaoh ant]|[pharaoh ant]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO42995+http://www.wikidata.org/entity/q2102329","0.8333333333333334","1.0","{tetragnatha kamakou|tetragnatha kamakou}","1.0","{Spider/Scorpion|Spider/Scorpion}","1.0","{[none]}","0.0","{[none]|[tetragnatha kamakou]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO28331+http://www.wikidata.org/entity/q1481591","0.8333333333333334","1.0","{myoxocephalus scorpius|myoxocephalus scorpius}","1.0","{Fish|Fish}","1.0","{[none]}","0.0","{[shorthorn sculpin]|[bull rout, bull rout, short spined sea scorpion, shorthorn sculpin, the father lasher, myoxocephalus scorpius]}","1.0","{[alaska]}","1.0","{[7]}"
"BIO20830+http://www.wikidata.org/entity/q1076102","0.6666666666666666","1.0","{holacanthus bermudensis|holacanthus bermudensis}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","0.0","{[blue angelfish]|[angelfish, blue angel, blue angelfish, bermuda blue angelfish, corn sugar]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO15460+http://www.wikidata.org/entity/q969325","0.6666666666666666","1.0","{enneacanthus chaetodon|enneacanthus chaetodon}","1.0","{Fish|Fish}","0.0","{[none]|[near threatened]}","0.0","{[blackbanded sunfish]|[blackbanded sunfish, enneacanthus chaetodon]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO42204+http://www.wikidata.org/entity/q816730","0.6666666666666666","1.0","{suillus luteus|suillus luteus}","1.0","{Fungi|Fungi}","0.0","{[none]|[least concern]}","0.0","{[none]|[slippery jack, suillus luteus]}","1.0","{[northeast]}","1.0","{[5]}"
"BIO37263+http://www.wikidata.org/entity/q850488","0.6666666666666666","1.0","{remora osteochir|remora osteochir}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","0.0","{[marlinsucker]|[marlinsucker, hardfin marlinsucker, sailfishsucker, marlin sucker]}","1.0","{[southeast]}","1.0","{[4]}"
