"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"category","1.0","category-{BIO30114+http://www.wikidata.org/entity/q718312}","BIO30114+http://www.wikidata.org/entity/q718312","{Vascular Plant|Vascular Plant}","Vascular Plant",,
"category","1.0","category-{BIO19584+http://www.wikidata.org/entity/q2171562}","BIO19584+http://www.wikidata.org/entity/q2171562","{Insect|Insect}","Insect",,
"scientificName","1.0","scientificName-{BIO02444+http://www.wikidata.org/entity/q1846609}","BIO02444+http://www.wikidata.org/entity/q1846609","{anthicus cervinus|anthicus cervinus}","anthicus cervinus",,
"listingStatuses","1.0","listingStatuses-{BIO31945}","BIO31945","{[none]}","[none]",,
"commonNames","0.0","commonNames-{BIO11535+http://www.wikidata.org/entity/q14443}","BIO11535+http://www.wikidata.org/entity/q14443","{[dorado, dolphinfish, dolphin]|[dolphin fish, green dolphin, common dolphin fish, mahi mahi, dorado, common dolphinfish, dolphinfish, mahi mahi, mahimahi]}","[dolphin fish, common dolphin fish, mahi mahi, dolphin, dorado, dolphinfish, green dolphin, mahimahi, common dolphinfish]",,
"commonNames","0.0","commonNames-{BIO42574+http://www.wikidata.org/entity/q969510}","BIO42574+http://www.wikidata.org/entity/q969510","{[none]|[syspira synthetica]}","[syspira synthetica, none]",,
"regionnames","1.0","regionnames-{BIO11488}","BIO11488","{[southwest, mountain prairie]}","[southwest, mountain prairie]",,
"regionnames","1.0","regionnames-{BIO41448}","BIO41448","{[southeast]}","[southeast]",,
"regions","1.0","regions-{BIO24409}","BIO24409","{[8, 6]}","[6, 8]",,
"commonNames","0.0","commonNames-{BIO02030+http://www.wikidata.org/entity/q21035}","BIO02030+http://www.wikidata.org/entity/q21035","{[small bugloss]|[small bugloss, bugloss, anchus arvensis]}","[bugloss, anchus arvensis, small bugloss]",,
"commonNames","0.0","commonNames-{BIO33553+http://www.wikidata.org/entity/q2089378}","BIO33553+http://www.wikidata.org/entity/q2089378","{[none]|[rosette lichen, physcia tenella]}","[rosette lichen, physcia tenella, none]",,
"regionnames","1.0","regionnames-{BIO06542}","BIO06542","{[northeast, mountain prairie, pacific, alaska, southeast, midwest]}","[alaska, mountain prairie, northeast, midwest, pacific, southeast]",,
"regions","1.0","regions-{BIO34376}","BIO34376","{[5]}","[5]",,
"scientificName","1.0","scientificName-{BIO30183+http://www.wikidata.org/entity/q426062}","BIO30183+http://www.wikidata.org/entity/q426062","{opheodrys aestivus|opheodrys aestivus}","opheodrys aestivus",,
"category","1.0","category-{BIO12157+http://www.wikidata.org/entity/q1736901}","BIO12157+http://www.wikidata.org/entity/q1736901","{Insect|Insect}","Insect",,
"regions","1.0","regions-{BIO40121}","BIO40121","{[6, 8, 2, 1, 7, 4]}","[1, 2, 4, 6, 7, 8]",,
"regions","1.0","regions-{BIO42782}","BIO42782","{[1]}","[1]",,
"category","1.0","category-{BIO45551+http://www.wikidata.org/entity/q1146827}","BIO45551+http://www.wikidata.org/entity/q1146827","{Bird|Bird}","Bird",,
"category","1.0","category-{BIO03087+http://www.wikidata.org/entity/q834843}","BIO03087+http://www.wikidata.org/entity/q834843","{Bird|Bird}","Bird",,
"regionnames","1.0","regionnames-{BIO36502}","BIO36502","{[pacific southwest, pacific, alaska]}","[pacific southwest, alaska, pacific]",,
"regions","1.0","regions-{BIO33810+ES1245}","BIO33810+ES1245","{[8]|[8]}","[8]",,
"category","1.0","category-{BIO29366+http://www.wikidata.org/entity/q1595309}","BIO29366+http://www.wikidata.org/entity/q1595309","{Insect|Insect}","Insect",,
"commonNames","0.0","commonNames-{BIO17635+http://www.wikidata.org/entity/q844234}","BIO17635+http://www.wikidata.org/entity/q844234","{[prairie falcons, prairie falcon]|[prairie falcon]}","[prairie falcon, prairie falcons]",,
"commonNames","0.0","commonNames-{BIO40263+http://www.wikidata.org/entity/q1770032}","BIO40263+http://www.wikidata.org/entity/q1770032","{[arizona cotton rat]|[colorado river cotton rat, arizona cotton rat]}","[arizona cotton rat, colorado river cotton rat]",,
"regionnames","1.0","regionnames-{BIO37832}","BIO37832","{[pacific southwest]}","[pacific southwest]",,
"category","1.0","category-{BIO36897+http://www.wikidata.org/entity/q1589368}","BIO36897+http://www.wikidata.org/entity/q1589368","{Bird|Bird}","Bird",,
"listingStatuses","0.0","listingStatuses-{BIO06525+http://www.wikidata.org/entity/q927367}","BIO06525+http://www.wikidata.org/entity/q927367","{[none]|[vulnerable]}","[vulnerable, none]",,
"commonNames","0.0","commonNames-{BIO36524+http://www.wikidata.org/entity/q2083741}","BIO36524+http://www.wikidata.org/entity/q2083741","{[none]|[pulveroboletus ravenelii]}","[pulveroboletus ravenelii, none]",,
"regionnames","1.0","regionnames-{BIO30436}","BIO30436","{[southeast]}","[southeast]",,
"regionnames","1.0","regionnames-{BIO04198+BIO04199+ES106}","BIO04198+BIO04199+ES106","{[southwest]|[southwest]|[southwest]}","[southwest]",,
"regions","1.0","regions-{BIO17583}","BIO17583","{[5]}","[5]",,
"listingStatuses","1.0","listingStatuses-{BIO27322}","BIO27322","{[none]}","[none]",,
"listingStatuses","0.0","listingStatuses-{BIO08293+http://www.wikidata.org/entity/q776497}","BIO08293+http://www.wikidata.org/entity/q776497","{[none]|[least concern]}","[least concern, none]",,
"commonNames","1.0","commonNames-{BIO22471+http://www.wikidata.org/entity/q26656}","BIO22471+http://www.wikidata.org/entity/q26656","{[varied thrush]|[varied thrush]}","[varied thrush]",,
"listingStatuses","1.0","listingStatuses-{BIO38621+ES997}","BIO38621+ES997","{[threatened]|[threatened]}","[threatened]",,
"regionnames","1.0","regionnames-{BIO35070+ES1547}","BIO35070+ES1547","{[pacific southwest]|[pacific southwest]}","[pacific southwest]",,
"commonNames","0.0","commonNames-{BIO08284+http://www.wikidata.org/entity/q846350}","BIO08284+http://www.wikidata.org/entity/q846350","{[eastern hermit thrush, hermit thrush]|[hermit thrush]}","[eastern hermit thrush, hermit thrush]",,
"scientificName","1.0","scientificName-{BIO32952+http://www.wikidata.org/entity/q1356296}","BIO32952+http://www.wikidata.org/entity/q1356296","{phellinus igniarius|phellinus igniarius}","phellinus igniarius",,
"regionnames","1.0","regionnames-{BIO06545}","BIO06545","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast, midwest]}","[pacific southwest, southwest, alaska, mountain prairie, northeast, midwest, pacific, southeast]",,
"scientificName","1.0","scientificName-{BIO43921+http://www.wikidata.org/entity/q939870}","BIO43921+http://www.wikidata.org/entity/q939870","{tricholathys hirsutipes|tricholathys hirsutipes}","tricholathys hirsutipes",,
"regions","1.0","regions-{BIO06409}","BIO06409","{[1, 6]}","[1, 6]",,
"regionnames","1.0","regionnames-{BIO32966}","BIO32966","{[pacific]}","[pacific]",,
"scientificName","1.0","scientificName-{BIO36544+http://www.wikidata.org/entity/q754894}","BIO36544+http://www.wikidata.org/entity/q754894","{pungitius pungitius|pungitius pungitius}","pungitius pungitius",,
"commonNames","0.0","commonNames-{BIO43856+http://www.wikidata.org/entity/q1478899}","BIO43856+http://www.wikidata.org/entity/q1478899","{[leopard shark]|[leopard shark, leopard houndshark]}","[leopard shark, leopard houndshark]",,
"commonNames","0.0","commonNames-{BIO32458+http://www.wikidata.org/entity/q1769211}","BIO32458+http://www.wikidata.org/entity/q1769211","{[merriam s pocket mouse]|[great basin pocket mouse, merriams pocket mouse, merriam’s pocket mouse, perognathus merriami]}","[perognathus merriami, great basin pocket mouse, merriam’s pocket mouse, merriams pocket mouse, merriam s pocket mouse]",,
"regionnames","1.0","regionnames-{BIO09175}","BIO09175","{[pacific southwest, pacific, mountain prairie]}","[pacific southwest, mountain prairie, pacific]",,
"regionnames","1.0","regionnames-{BIO28249}","BIO28249","{[northeast, mountain prairie, southwest, southeast, midwest]}","[southwest, mountain prairie, northeast, midwest, southeast]",,
"category","1.0","category-{BIO08462+http://www.wikidata.org/entity/q1313884}","BIO08462+http://www.wikidata.org/entity/q1313884","{Insect|Insect}","Insect",,
"commonNames","0.0","commonNames-{BIO41905+http://www.wikidata.org/entity/q2049610}","BIO41905+http://www.wikidata.org/entity/q2049610","{[none]|[stictotarsus striatellus]}","[none, stictotarsus striatellus]",,
"commonNames","0.0","commonNames-{BIO27941+http://www.wikidata.org/entity/q627991}","BIO27941+http://www.wikidata.org/entity/q627991","{[black morel]|[morchella elata]}","[black morel, morchella elata]",,
"category","1.0","category-{BIO12353+http://www.wikidata.org/entity/q1841338}","BIO12353+http://www.wikidata.org/entity/q1841338","{Spider/Scorpion|Spider/Scorpion}","Spider/Scorpion",,
"category","1.0","category-{BIO28929+http://www.wikidata.org/entity/q1769190}","BIO28929+http://www.wikidata.org/entity/q1769190","{Mammal|Mammal}","Mammal",,
"commonNames","0.0","commonNames-{BIO24690+http://www.wikidata.org/entity/q2186546}","BIO24690+http://www.wikidata.org/entity/q2186546","{[none]|[limnephilus moestus]}","[none, limnephilus moestus]",,
"listingStatuses","0.0","listingStatuses-{BIO26940+http://www.wikidata.org/entity/q692323}","BIO26940+http://www.wikidata.org/entity/q692323","{[species of concern]|[least concern]}","[least concern, species of concern]",,
"listingStatuses","1.0","listingStatuses-{BIO31074}","BIO31074","{[none]}","[none]",,
"scientificName","1.0","scientificName-{BIO20850+http://www.wikidata.org/entity/q1771836}","BIO20850+http://www.wikidata.org/entity/q1771836","{holocentrus rufus|holocentrus rufus}","holocentrus rufus",,
"scientificName","1.0","scientificName-{BIO43335+http://www.wikidata.org/entity/q45595}","BIO43335+http://www.wikidata.org/entity/q45595","{thomomys townsendii|thomomys townsendii}","thomomys townsendii",,
"regions","1.0","regions-{BIO12558}","BIO12558","{[5, 6, 8, 2, 1, 4, 3]}","[1, 2, 3, 4, 5, 6, 8]",,
"scientificName","1.0","scientificName-{BIO15464+http://www.wikidata.org/entity/q432555}","BIO15464+http://www.wikidata.org/entity/q432555","{enneanectes jordani|enneanectes jordani}","enneanectes jordani",,
"regions","1.0","regions-{BIO12425}","BIO12425","{[6, 8, 2, 1, 7, 3]}","[1, 2, 3, 6, 7, 8]",,
"scientificName","1.0","scientificName-{BIO19264+http://www.wikidata.org/entity/q2045008}","BIO19264+http://www.wikidata.org/entity/q2045008","{gorgonocephalus eucnemis|gorgonocephalus eucnemis}","gorgonocephalus eucnemis",,
"regionnames","1.0","regionnames-{BIO06544}","BIO06544","{[northeast, southeast]}","[northeast, southeast]",,
"listingStatuses","0.0","listingStatuses-{BIO11143+http://www.wikidata.org/entity/q941102}","BIO11143+http://www.wikidata.org/entity/q941102","{[none]|[least concern]}","[least concern, none]",,
"commonNames","0.0","commonNames-{BIO06800+http://www.wikidata.org/entity/q306192}","BIO06800+http://www.wikidata.org/entity/q306192","{[appalachian jewelwing]|[appalachian jewelwing, calopteryx angustipennis]}","[appalachian jewelwing, calopteryx angustipennis]",,
"listingStatuses","0.0","listingStatuses-{BIO02857+http://www.wikidata.org/entity/q41181}","BIO02857+http://www.wikidata.org/entity/q41181","{[species of concern]|[least concern]}","[least concern, species of concern]",,
"scientificName","1.0","scientificName-{BIO12994+http://www.wikidata.org/entity/q469958}","BIO12994+http://www.wikidata.org/entity/q469958","{dasyatis americana|dasyatis americana}","dasyatis americana",,
"listingStatuses","1.0","listingStatuses-{BIO09495}","BIO09495","{[none]}","[none]",,
"commonNames","0.0","commonNames-{BIO28144+http://www.wikidata.org/entity/q1836997}","BIO28144+http://www.wikidata.org/entity/q1836997","{[none]|[mycale richardsoni]}","[none, mycale richardsoni]",,
"regionnames","1.0","regionnames-{BIO13893}","BIO13893","{[pacific]}","[pacific]",,
"regions","1.0","regions-{BIO13756}","BIO13756","{[5, 4]}","[4, 5]",,
"scientificName","0.6666666666666666","scientificName-{BIO40531+BIO40533+http://www.wikidata.org/entity/q1592028}","BIO40531+BIO40533+http://www.wikidata.org/entity/q1592028","{smerinthus cerisyi|smerinuthus cerisyi|smerinthus cerisyi}","smerinthus cerisyi",,
"regionnames","1.0","regionnames-{BIO05349}","BIO05349","{[southeast]}","[southeast]",,
"listingStatuses","1.0","listingStatuses-{BIO31071}","BIO31071","{[none]}","[none]",,
"listingStatuses","0.0","listingStatuses-{BIO09027+http://www.wikidata.org/entity/q1048896}","BIO09027+http://www.wikidata.org/entity/q1048896","{[none]|[least concern]}","[least concern, none]",,
"regions","1.0","regions-{BIO34476}","BIO34476","{[8, 1, 7]}","[1, 7, 8]",,
"category","1.0","category-{BIO42505+http://www.wikidata.org/entity/q2131845}","BIO42505+http://www.wikidata.org/entity/q2131845","{Fish|Fish}","Fish",,
"regionnames","1.0","regionnames-{BIO10165}","BIO10165","{[southeast, alaska]}","[alaska, southeast]",,
"regionnames","1.0","regionnames-{BIO06547}","BIO06547","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast, midwest]}","[pacific southwest, southwest, alaska, mountain prairie, northeast, midwest, pacific, southeast]",,
"regionnames","1.0","regionnames-{BIO28247}","BIO28247","{[northeast, mountain prairie, pacific southwest, southwest, pacific]}","[pacific southwest, southwest, mountain prairie, northeast, pacific]",,
"scientificName","0.0","scientificName-{BIO02546+ES1004}","BIO02546+ES1004","{antilocapra americana|antilocapra americana sonoriensis}","antilocapra americana",,
"listingStatuses","0.0","listingStatuses-{BIO23358+http://www.wikidata.org/entity/q27375}","BIO23358+http://www.wikidata.org/entity/q27375","{[none]|[least concern]}","[least concern, none]",,
"commonNames","0.0","commonNames-{BIO30693+http://www.wikidata.org/entity/q1836978}","BIO30693+http://www.wikidata.org/entity/q1836978","{[none]|[osmia cordata]}","[osmia cordata, none]",,
"listingStatuses","1.0","listingStatuses-{BIO06863}","BIO06863","{[none]}","[none]",,
"listingStatuses","0.0","listingStatuses-{BIO31711+http://www.wikidata.org/entity/q932970}","BIO31711+http://www.wikidata.org/entity/q932970","{[none]|[least concern]}","[least concern, none]",,
"commonNames","0.0","commonNames-{BIO08555+http://www.wikidata.org/entity/q2062591}","BIO08555+http://www.wikidata.org/entity/q2062591","{[none]|[centris hoffmanseggiae]}","[centris hoffmanseggiae, none]",,
"listingStatuses","0.0","listingStatuses-{BIO42342+http://www.wikidata.org/entity/q586823}","BIO42342+http://www.wikidata.org/entity/q586823","{[none]|[least concern]}","[least concern, none]",,
"commonNames","0.0","commonNames-{BIO38824+http://www.wikidata.org/entity/q2069084}","BIO38824+http://www.wikidata.org/entity/q2069084","{[pacific sardine]|[pacific sardine, sardinops sagax]}","[sardinops sagax, pacific sardine]",,
"regionnames","1.0","regionnames-{BIO05348}","BIO05348","{[pacific southwest, northeast, southeast, midwest]}","[pacific southwest, northeast, midwest, southeast]",,
"scientificName","1.0","scientificName-{BIO15776+http://www.wikidata.org/entity/q1826807}","BIO15776+http://www.wikidata.org/entity/q1826807","{epinephelus guttatus|epinephelus guttatus}","epinephelus guttatus",,
"commonNames","1.0","commonNames-{BIO25446+http://www.wikidata.org/entity/q331190}","BIO25446+http://www.wikidata.org/entity/q331190","{[two barred crossbill, white winged crossbill]|[two barred crossbill, white winged crossbill]}","[white winged crossbill, two barred crossbill]",,
"regions","1.0","regions-{BIO17586}","BIO17586","{[1]}","[1]",,
"commonNames","0.0","commonNames-{BIO28100+http://www.wikidata.org/entity/q1075544}","BIO28100+http://www.wikidata.org/entity/q1075544","{[face fly]|[face fly, musca autumnalis]}","[face fly, musca autumnalis]",,
"scientificName","1.0","scientificName-{BIO35668+http://www.wikidata.org/entity/q1133124}","BIO35668+http://www.wikidata.org/entity/q1133124","{procambarus clarkii|procambarus clarkii}","procambarus clarkii",,
"regions","1.0","regions-{BIO34477}","BIO34477","{[5, 6, 8, 1, 7, 4, 3]}","[1, 3, 4, 5, 6, 7, 8]",,
"commonNames","0.0","commonNames-{BIO19148+http://www.wikidata.org/entity/q2123495}","BIO19148+http://www.wikidata.org/entity/q2123495","{[skilletfish]|[skilletfish, gobiesox strumosus]}","[skilletfish, gobiesox strumosus]",,
"scientificName","1.0","scientificName-{BIO33605+http://www.wikidata.org/entity/q25307}","BIO33605+http://www.wikidata.org/entity/q25307","{pica pica|pica pica}","pica pica",,
"commonNames","0.0","commonNames-{BIO11117+http://www.wikidata.org/entity/q1641496}","BIO11117+http://www.wikidata.org/entity/q1641496","{[none]|[conocybe tenera]}","[conocybe tenera, none]",,
"commonNames","0.0","commonNames-{BIO09378+http://www.wikidata.org/entity/q1073021}","BIO09378+http://www.wikidata.org/entity/q1073021","{[liverwort]|[chiloscyphus pallescens]}","[liverwort, chiloscyphus pallescens]",,
"scientificName","1.0","scientificName-{BIO07418+ES1299}","BIO07418+ES1299","{caretta caretta|caretta caretta}","caretta caretta",,
"listingStatuses","1.0","listingStatuses-{BIO09497}","BIO09497","{[none]}","[none]",,
"listingStatuses","0.0","listingStatuses-{BIO01129+http://www.wikidata.org/entity/q27102}","BIO01129+http://www.wikidata.org/entity/q27102","{[none]|[near threatened]}","[none, near threatened]",,
"commonNames","1.0","commonNames-{BIO41783+http://www.wikidata.org/entity/q571268}","BIO41783+http://www.wikidata.org/entity/q571268","{[south polar skua]|[south polar skua]}","[south polar skua]",,
"commonNames","1.0","commonNames-{BIO05349+http://www.wikidata.org/entity/q1769360}","BIO05349+http://www.wikidata.org/entity/q1769360","{[southern short tailed shrew]|[southern short tailed shrew]}","[southern short tailed shrew]",,
"regionnames","1.0","regionnames-{BIO39160}","BIO39160","{[mountain prairie]}","[mountain prairie]",,
"scientificName","1.0","scientificName-{BIO16468+ES626}","BIO16468+ES626","{eriogonum ovalifolium var. vineum|eriogonum ovalifolium var. vineum}","eriogonum ovalifolium var. vineum",,
"category","1.0","category-{BIO17430+http://www.wikidata.org/entity/q2109044}","BIO17430+http://www.wikidata.org/entity/q2109044","{Spider/Scorpion|Spider/Scorpion}","Spider/Scorpion",,
"category","1.0","category-{BIO06810+BIO06811+http://www.wikidata.org/entity/q558716}","BIO06810+BIO06811+http://www.wikidata.org/entity/q558716","{Fungi|Fungi|Fungi}","Fungi",,
"regionnames","1.0","regionnames-{BIO35599}","BIO35599","{[pacific]}","[pacific]",,
"regions","1.0","regions-{BIO27128}","BIO27128","{[8, 1, 6]}","[1, 6, 8]",,
"scientificName","1.0","scientificName-{BIO04756+http://www.wikidata.org/entity/q692192}","BIO04756+http://www.wikidata.org/entity/q692192","{aythya americana|aythya americana}","aythya americana",,
"category","1.0","category-{BIO26648+ES1581+http://www.wikidata.org/entity/q1307011}","BIO26648+ES1581+http://www.wikidata.org/entity/q1307011","{Insect|Insect|Insect}","Insect",,
"listingStatuses","1.0","listingStatuses-{BIO26891+ES173}","BIO26891+ES173","{[endangered]|[endangered]}","[endangered]",,
"listingStatuses","0.0","listingStatuses-{BIO05348+http://www.wikidata.org/entity/q1766543}","BIO05348+http://www.wikidata.org/entity/q1766543","{[none]|[least concern]}","[least concern, none]",,
"listingStatuses","0.0","listingStatuses-{BIO32481+http://www.wikidata.org/entity/q649836}","BIO32481+http://www.wikidata.org/entity/q649836","{[breeder]|[least concern]}","[least concern, breeder]",,
"category","1.0","category-{BIO40150+ES552}","BIO40150+ES552","{Vascular Plant|Vascular Plant}","Vascular Plant",,
"regions","1.0","regions-{BIO16256}","BIO16256","{[2]}","[2]",,
"scientificName","1.0","scientificName-{BIO13173+http://www.wikidata.org/entity/q883043}","BIO13173+http://www.wikidata.org/entity/q883043","{dendroica caerulescens|dendroica caerulescens}","dendroica caerulescens",,
"regionnames","1.0","regionnames-{BIO08946}","BIO08946","{[southeast]}","[southeast]",,
"regions","1.0","regions-{BIO34216}","BIO34216","{[6, 8, 1, 7, 4]}","[1, 4, 6, 7, 8]",,
"regionnames","1.0","regionnames-{BIO06549}","BIO06549","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast, midwest]}","[pacific southwest, southwest, alaska, mountain prairie, northeast, midwest, pacific, southeast]",,
"category","1.0","category-{BIO15776+http://www.wikidata.org/entity/q1826807}","BIO15776+http://www.wikidata.org/entity/q1826807","{Fish|Fish}","Fish",,
"listingStatuses","1.0","listingStatuses-{BIO01969}","BIO01969","{[none]}","[none]",,
"category","1.0","category-{BIO19264+http://www.wikidata.org/entity/q2045008}","BIO19264+http://www.wikidata.org/entity/q2045008","{Invertebrate|Invertebrate}","Invertebrate",,
"category","1.0","category-{BIO42204+http://www.wikidata.org/entity/q816730}","BIO42204+http://www.wikidata.org/entity/q816730","{Fungi|Fungi}","Fungi",,
"scientificName","1.0","scientificName-{BIO13456+http://www.wikidata.org/entity/q2090587}","BIO13456+http://www.wikidata.org/entity/q2090587","{diadasia australis|diadasia australis}","diadasia australis",,
"scientificName","1.0","scientificName-{BIO13433+http://www.wikidata.org/entity/q785882}","BIO13433+http://www.wikidata.org/entity/q785882","{desmognathus monticola|desmognathus monticola}","desmognathus monticola",,
"scientificName","1.0","scientificName-{BIO17070+http://www.wikidata.org/entity/q994413}","BIO17070+http://www.wikidata.org/entity/q994413","{euodice cantans|euodice cantans}","euodice cantans",,
"category","1.0","category-{BIO37662+http://www.wikidata.org/entity/q1830555}","BIO37662+http://www.wikidata.org/entity/q1830555","{Insect|Insect}","Insect",,
"scientificName","1.0","scientificName-{BIO12353+http://www.wikidata.org/entity/q1841338}","BIO12353+http://www.wikidata.org/entity/q1841338","{cybaeus eutypus|cybaeus eutypus}","cybaeus eutypus",,
"listingStatuses","0.0","listingStatuses-{BIO27883+http://www.wikidata.org/entity/q1336863}","BIO27883+http://www.wikidata.org/entity/q1336863","{[none]|[least concern]}","[least concern, none]",,
"regions","0.0","regions-{BIO20366+BIO20367}","BIO20366+BIO20367","{[5, 1]|[4, 1]}","[1, 4, 5]",,
"category","1.0","category-{BIO06525+http://www.wikidata.org/entity/q927367}","BIO06525+http://www.wikidata.org/entity/q927367","{Bird|Bird}","Bird",,
"commonNames","0.0","commonNames-{BIO27943+http://www.wikidata.org/entity/q1795398}","BIO27943+http://www.wikidata.org/entity/q1795398","{[none]|[morchella semilibera]}","[morchella semilibera, none]",,
"regionnames","1.0","regionnames-{BIO09046}","BIO09046","{[northeast]}","[northeast]",,
"category","1.0","category-{BIO45398+http://www.wikidata.org/entity/q596275}","BIO45398+http://www.wikidata.org/entity/q596275","{Bird|Bird}","Bird",,
"regions","1.0","regions-{BIO29657}","BIO29657","{[4]}","[4]",,
"category","1.0","category-{BIO29191+BIO29192+http://www.wikidata.org/entity/q469953}","BIO29191+BIO29192+http://www.wikidata.org/entity/q469953","{Mammal|Mammal|Mammal}","Mammal",,
"commonNames","0.0","commonNames-{BIO14202+http://www.wikidata.org/entity/q291367}","BIO14202+http://www.wikidata.org/entity/q291367","{[baldfaced hornet]|[bald faced hornet]}","[baldfaced hornet, bald faced hornet]",,
"commonNames","0.0","commonNames-{BIO20144+http://www.wikidata.org/entity/q1811342}","BIO20144+http://www.wikidata.org/entity/q1811342","{[none]|[helicopsyche mexicana]}","[none, helicopsyche mexicana]",,
"category","1.0","category-{BIO02534+http://www.wikidata.org/entity/q871527}","BIO02534+http://www.wikidata.org/entity/q871527","{Bird|Bird}","Bird",,
"category","1.0","category-{BIO32869+http://www.wikidata.org/entity/q926664}","BIO32869+http://www.wikidata.org/entity/q926664","{Bird|Bird}","Bird",,
"category","1.0","category-{BIO00976+http://www.wikidata.org/entity/q1113169}","BIO00976+http://www.wikidata.org/entity/q1113169","{Fungi|Fungi}","Fungi",,
"regionnames","1.0","regionnames-{BIO06548}","BIO06548","{[pacific southwest, pacific, alaska]}","[pacific southwest, alaska, pacific]",,
"listingStatuses","0.0","listingStatuses-{BIO05572+http://www.wikidata.org/entity/q1815716}","BIO05572+http://www.wikidata.org/entity/q1815716","{[none]|[least concern]}","[least concern, none]",,
"listingStatuses","1.0","listingStatuses-{BIO02066}","BIO02066","{[none]}","[none]",,
"category","1.0","category-{BIO35701+http://www.wikidata.org/entity/q2123401}","BIO35701+http://www.wikidata.org/entity/q2123401","{Fish|Fish}","Fish",,
"category","1.0","category-{BIO44491+http://www.wikidata.org/entity/q613211}","BIO44491+http://www.wikidata.org/entity/q613211","{Insect|Insect}","Insect",,
"regionnames","1.0","regionnames-{BIO11490}","BIO11490","{[pacific southwest, northeast, southeast]}","[pacific southwest, northeast, southeast]",,
"regions","1.0","regions-{BIO11486}","BIO11486","{[5, 6, 8, 2, 1, 7, 4, 3]}","[1, 2, 3, 4, 5, 6, 7, 8]",,
"scientificName","1.0","scientificName-{BIO06268+http://www.wikidata.org/entity/q29865}","BIO06268+http://www.wikidata.org/entity/q29865","{bucephala clangula|bucephala clangula}","bucephala clangula",,
"listingStatuses","0.0","listingStatuses-{BIO23352+http://www.wikidata.org/entity/q26427}","BIO23352+http://www.wikidata.org/entity/q26427","{[none]|[least concern]}","[least concern, none]",,
"commonNames","0.0","commonNames-{BIO35287+http://www.wikidata.org/entity/q905960}","BIO35287+http://www.wikidata.org/entity/q905960","{[none]|[porella platyphylla]}","[porella platyphylla, none]",,
"commonNames","0.0","commonNames-{BIO02308+http://www.wikidata.org/entity/q1809885}","BIO02308+http://www.wikidata.org/entity/q1809885","{[none]|[anomalochrysa peles]}","[none, anomalochrysa peles]",,
"category","1.0","category-{BIO13456+http://www.wikidata.org/entity/q2090587}","BIO13456+http://www.wikidata.org/entity/q2090587","{Insect|Insect}","Insect",,
"scientificName","1.0","scientificName-{BIO28929+http://www.wikidata.org/entity/q1769190}","BIO28929+http://www.wikidata.org/entity/q1769190","{neotoma lepida|neotoma lepida}","neotoma lepida",,
"listingStatuses","0.0","listingStatuses-{BIO44402+http://www.wikidata.org/entity/q1044374}","BIO44402+http://www.wikidata.org/entity/q1044374","{[under review]|[near threatened]}","[under review, near threatened]",,
"scientificName","1.0","scientificName-{BIO37662+http://www.wikidata.org/entity/q1830555}","BIO37662+http://www.wikidata.org/entity/q1830555","{rhyacophila vibox|rhyacophila vibox}","rhyacophila vibox",,
"category","1.0","category-{BIO13901+http://www.wikidata.org/entity/q1328265}","BIO13901+http://www.wikidata.org/entity/q1328265","{Fish|Fish}","Fish",,
"regionnames","1.0","regionnames-{BIO12691}","BIO12691","{[southwest, mountain prairie]}","[southwest, mountain prairie]",,
"regions","1.0","regions-{BIO27126}","BIO27126","{[5, 7]}","[5, 7]",,
"regionnames","1.0","regionnames-{BIO10294}","BIO10294","{[northeast]}","[northeast]",,
"scientificName","1.0","scientificName-{BIO05889+http://www.wikidata.org/entity/q939450}","BIO05889+http://www.wikidata.org/entity/q939450","{brama japonica|brama japonica}","brama japonica",,
"commonNames","0.0","commonNames-{BIO22101+http://www.wikidata.org/entity/q1824920}","BIO22101+http://www.wikidata.org/entity/q1824920","{[none]|[inocybe geophylla var. lilacina]}","[none, inocybe geophylla var. lilacina]",,
"category","1.0","category-{BIO31459+http://www.wikidata.org/entity/q966614}","BIO31459+http://www.wikidata.org/entity/q966614","{Spider/Scorpion|Spider/Scorpion}","Spider/Scorpion",,
"regions","1.0","regions-{BIO18521}","BIO18521","{[5, 4]}","[4, 5]",,
"scientificName","0.6666666666666666","scientificName-{BIO27474+BIO27475+http://www.wikidata.org/entity/q1761552}","BIO27474+BIO27475+http://www.wikidata.org/entity/q1761552","{microtus townsendi|microtus townsendii|microtus townsendii}","microtus townsendii",,
"category","1.0","category-{BIO07284+http://www.wikidata.org/entity/q1260407}","BIO07284+http://www.wikidata.org/entity/q1260407","{Bird|Bird}","Bird",,
"regions","1.0","regions-{BIO33019}","BIO33019","{[1]}","[1]",,
"listingStatuses","0.0","listingStatuses-{BIO45947+http://www.wikidata.org/entity/q917542}","BIO45947+http://www.wikidata.org/entity/q917542","{[none]|[least concern]}","[least concern, none]",,
"scientificName","1.0","scientificName-{BIO45135+http://www.wikidata.org/entity/q1130274}","BIO45135+http://www.wikidata.org/entity/q1130274","{vespula germanica|vespula germanica}","vespula germanica",,
