"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] StringAttributeComparatorEqual.scientificName record1Value","[0] StringAttributeComparatorEqual.scientificName record2Value","[0] StringAttributeComparatorEqual.scientificName record1PreprocessedValue","[0] StringAttributeComparatorEqual.scientificName record2PreprocessedValue","[0] StringAttributeComparatorEqual.scientificName similarity","[0] StringAttributeComparatorEqual.scientificName postproccesedSimilarity"
"LinearCombinationMatchingRule","BIO13456","ES1347","0.0",,"diadasia australis","oarisma poweshiek","diadasia australis","oarisma poweshiek","0.0","0.0"
"LinearCombinationMatchingRule","BIO29451","ES1357","0.0",,"notropis cornutus","gila bicolor ssp. snyderi","notropis cornutus","gila bicolor ssp. snyderi","0.0","0.0"
"LinearCombinationMatchingRule","BIO01674","ES1000","0.0",,"ambystoma texanum","rana muscosa","ambystoma texanum","rana muscosa","0.0","0.0"
"LinearCombinationMatchingRule","BIO09252","ES1347","0.0",,"chelifera/neoplasta","oarisma poweshiek","chelifera/neoplasta","oarisma poweshiek","0.0","0.0"
"LinearCombinationMatchingRule","BIO31388","ES1621","0.0",,"paraphlepsius sp. 4","manduca blackburni","paraphlepsius sp. 4","manduca blackburni","0.0","0.0"
"LinearCombinationMatchingRule","BIO32311","ES1404","0.0",,"percina squamata","cyprinella formosa","percina squamata","cyprinella formosa","0.0","0.0"
"LinearCombinationMatchingRule","BIO24717","ES1219","0.0",,"limnogonus","drosophila digressa","limnogonus","drosophila digressa","0.0","0.0"
"LinearCombinationMatchingRule","BIO38821","ES1071","0.0",,"sardinella aurita","lepidomeda albivallis","sardinella aurita","lepidomeda albivallis","0.0","0.0"
"LinearCombinationMatchingRule","BIO24335","ES993","0.0",,"lethe anthedon","drosophila hemipeza","lethe anthedon","drosophila hemipeza","0.0","0.0"
"LinearCombinationMatchingRule","BIO36001","ES1061","0.0",,"pseudococcus gallicola","bombus franklini","pseudococcus gallicola","bombus franklini","0.0","0.0"
"LinearCombinationMatchingRule","BIO01549","ES1127","0.0",,"amara sp. 177","hesperia leonardus montana","amara sp. 177","hesperia leonardus montana","0.0","0.0"
"LinearCombinationMatchingRule","BIO05020","ES1648","0.0",,"bathyraja","cyprinella caerulea","bathyraja","cyprinella caerulea","0.0","0.0"
"LinearCombinationMatchingRule","BIO02700","ES1387","0.0",,"aphelocoma californica","gallinula chloropus guami","aphelocoma californica","gallinula chloropus guami","0.0","0.0"
"LinearCombinationMatchingRule","BIO28373","ES1417","0.0",,"myrmecocystus mexicanus","lednia tumana","myrmecocystus mexicanus","lednia tumana","0.0","0.0"
"LinearCombinationMatchingRule","BIO33850","ES1535","0.0",,"piranga flava","aphelocoma coerulescens","piranga flava","aphelocoma coerulescens","0.0","0.0"
"LinearCombinationMatchingRule","BIO39384","ES944","0.0",,"sciurus carolinensis","sorex ornatus relictus","sciurus carolinensis","sorex ornatus relictus","0.0","0.0"
"LinearCombinationMatchingRule","BIO19173","ES1043","0.0",,"goeridae","hylaeus anthracinus","goeridae","hylaeus anthracinus","0.0","0.0"
"LinearCombinationMatchingRule","BIO17680","ES1020","0.0",,"felis silvestris","lynx canadensis","felis silvestris","lynx canadensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO25994","ES1081","0.0",,"lythrurus lirus","notropis oxyrhynchus","lythrurus lirus","notropis oxyrhynchus","0.0","0.0"
"LinearCombinationMatchingRule","BIO28860","ES969","0.0",,"neoperla coosa","cicindelidia floridana","neoperla coosa","cicindelidia floridana","0.0","0.0"
"LinearCombinationMatchingRule","BIO43362","ES1076","0.0",,"thryomanes bewickii calophonus","corvus kubaryi","thryomanes bewickii calophonus","corvus kubaryi","0.0","0.0"
"LinearCombinationMatchingRule","BIO21718","ES1367","0.0",,"hypocala deflorata","drosophila musaphilia","hypocala deflorata","drosophila musaphilia","0.0","0.0"
"LinearCombinationMatchingRule","BIO32322","ES1417","0.0",,"perdita lateralis lateralis","lednia tumana","perdita lateralis lateralis","lednia tumana","0.0","0.0"
"LinearCombinationMatchingRule","BIO33928","ES1613","0.0",,"pitymys nemoralis","peromyscus polionotus trissyllepsis","pitymys nemoralis","peromyscus polionotus trissyllepsis","0.0","0.0"
"LinearCombinationMatchingRule","BIO09558","ES1657","0.0",,"chordeiles minor hesperis","sterna antillarum browni","chordeiles minor hesperis","sterna antillarum browni","0.0","0.0"
"LinearCombinationMatchingRule","BIO37270","ES1501","0.0",,"renia nemoralis","icaricia (plebejus) shasta charlestonensis","renia nemoralis","icaricia (plebejus) shasta charlestonensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO27211","ES993","0.0",,"metaleptea brevicornis","drosophila hemipeza","metaleptea brevicornis","drosophila hemipeza","0.0","0.0"
"LinearCombinationMatchingRule","BIO07369","ES1198","0.0",,"cardellina pusilla pusilla","dendroica chrysoparia","cardellina pusilla pusilla","dendroica chrysoparia","0.0","0.0"
"LinearCombinationMatchingRule","BIO43546","ES1266","0.0",,"tipula unifasciata","rhadine exilis","tipula unifasciata","rhadine exilis","0.0","0.0"
"LinearCombinationMatchingRule","BIO20798","ES1594","0.0",,"hirundininae","rallus longirostris obsoletus","hirundininae","rallus longirostris obsoletus","0.0","0.0"
"LinearCombinationMatchingRule","BIO39792","ES1204","0.0",,"semiothisa","dinacoma caseyi","semiothisa","dinacoma caseyi","0.0","0.0"
"LinearCombinationMatchingRule","BIO27173","ES1627","0.0",,"mesohippus","canis rufus","mesohippus","canis rufus","0.0","0.0"
"LinearCombinationMatchingRule","BIO39148","ES964","0.0",,"scarus vetula","catostomus discobolus yarrowi","scarus vetula","catostomus discobolus yarrowi","0.0","0.0"
"LinearCombinationMatchingRule","BIO35649","ES1608","0.0",,"pristomerus spinator","hylaeus mana","pristomerus spinator","hylaeus mana","0.0","0.0"
"LinearCombinationMatchingRule","BIO03015","ES1394","0.0",,"araeopidius monachus","stygoparnus comalensis","araeopidius monachus","stygoparnus comalensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO08834","ES1002","0.0",,"certhia americana","hemignathus wilsoni","certhia americana","hemignathus wilsoni","0.0","0.0"
"LinearCombinationMatchingRule","BIO34276","ES1645","0.0",,"platyzosteria soror","heterelmis comalensis","platyzosteria soror","heterelmis comalensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO14545","ES1287","0.0",,"drosophila orestes","drosophila aglaia","drosophila orestes","drosophila aglaia","0.0","0.0"
"LinearCombinationMatchingRule","BIO41633","ES1078","0.0",,"stempellina","trimerotropis infantilis","stempellina","trimerotropis infantilis","0.0","0.0"
"LinearCombinationMatchingRule","BIO33316","ES1003","0.0",,"phoxinus oreas","noturus stanauli","phoxinus oreas","noturus stanauli","0.0","0.0"
"LinearCombinationMatchingRule","BIO41190","ES1200","0.0",,"sphoeroides maculatus","etheostoma akatulo","sphoeroides maculatus","etheostoma akatulo","0.0","0.0"
"LinearCombinationMatchingRule","BIO41485","ES1509","0.0",,"staphylinae sp. 47","megalagrion nesiotes","staphylinae sp. 47","megalagrion nesiotes","0.0","0.0"
"LinearCombinationMatchingRule","BIO12226","ES1526","0.0",,"cultus decisus","hypolimnas octocula marianensis","cultus decisus","hypolimnas octocula marianensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO39976","ES1651","0.0",,"sericomyia chalcopyga","drosophila obatai","sericomyia chalcopyga","drosophila obatai","0.0","0.0"
"LinearCombinationMatchingRule","BIO20345","ES1127","0.0",,"heptagenia simplicicoides","hesperia leonardus montana","heptagenia simplicicoides","hesperia leonardus montana","0.0","0.0"
"LinearCombinationMatchingRule","BIO17327","ES1163","0.0",,"eupithecia nevadata","zapada glacier","eupithecia nevadata","zapada glacier","0.0","0.0"
"LinearCombinationMatchingRule","BIO02727","ES1148","0.0",,"aphis pentstemonicola","bombus affinis","aphis pentstemonicola","bombus affinis","0.0","0.0"
"LinearCombinationMatchingRule","BIO28911","ES1138","0.0",,"neotephritis paludosae","cicindela nevadica lincolniana","neotephritis paludosae","cicindela nevadica lincolniana","0.0","0.0"
"LinearCombinationMatchingRule","BIO05537","ES1078","0.0",,"boloria chariclea","trimerotropis infantilis","boloria chariclea","trimerotropis infantilis","0.0","0.0"
"LinearCombinationMatchingRule","BIO07256","ES960","0.0",,"capnobotes fuliginosus","speyeria zerene hippolyta","capnobotes fuliginosus","speyeria zerene hippolyta","0.0","0.0"
"LinearCombinationMatchingRule","BIO40780","ES1118","0.0",,"somatochlora","drosophila sharpi","somatochlora","drosophila sharpi","0.0","0.0"
"LinearCombinationMatchingRule","BIO13467","ES1334","0.0",,"diadophis punctatus punctatus","clemmys muhlenbergii","diadophis punctatus punctatus","clemmys muhlenbergii","0.0","0.0"
"LinearCombinationMatchingRule","BIO17444","ES1041","0.0",,"euschistus tristigmus","batrisodes venyivi","euschistus tristigmus","batrisodes venyivi","0.0","0.0"
"LinearCombinationMatchingRule","BIO14061","ES1636","0.0",,"disclisioprocta stellata","drosophila substenoptera","disclisioprocta stellata","drosophila substenoptera","0.0","0.0"
"LinearCombinationMatchingRule","BIO19151","ES1285","0.0",,"gobionellus","elassoma alabamae","gobionellus","elassoma alabamae","0.0","0.0"
"LinearCombinationMatchingRule","BIO28086","ES1393","0.0",,"mumetopia nigrimana","desmocerus californicus dimorphus","mumetopia nigrimana","desmocerus californicus dimorphus","0.0","0.0"
"LinearCombinationMatchingRule","BIO45404","ES1653","0.0",,"vireo solitarius solitarius","rostrhamus sociabilis plumbeus","vireo solitarius solitarius","rostrhamus sociabilis plumbeus","0.0","0.0"
"LinearCombinationMatchingRule","BIO35900","ES1291","0.0",,"psaltriparus minimus plumbeus","polysticta stelleri","psaltriparus minimus plumbeus","polysticta stelleri","0.0","0.0"
"LinearCombinationMatchingRule","BIO15617","ES1185","0.0",,"ephemerella alkni","megalagrion pacificum","ephemerella alkni","megalagrion pacificum","0.0","0.0"
"LinearCombinationMatchingRule","BIO23425","ES1344","0.0",,"lasiurus xanthinus","leptonycteris nivalis","lasiurus xanthinus","leptonycteris nivalis","0.0","0.0"
"LinearCombinationMatchingRule","BIO40233","ES960","0.0",,"sierola monticola","speyeria zerene hippolyta","sierola monticola","speyeria zerene hippolyta","0.0","0.0"
"LinearCombinationMatchingRule","BIO40788","ES1120","0.0",,"sominotus litigiosis","ambrysus amargosus","sominotus litigiosis","ambrysus amargosus","0.0","0.0"
"LinearCombinationMatchingRule","BIO09393","ES1203","0.0",,"chimara utahensis","cicindela ohlone","chimara utahensis","cicindela ohlone","0.0","0.0"
"LinearCombinationMatchingRule","BIO09393","ES1202","0.0",,"chimara utahensis","drosophila montgomeryi","chimara utahensis","drosophila montgomeryi","0.0","0.0"
"LinearCombinationMatchingRule","BIO11489","ES975","0.0",,"corvus hawaiiensis","telespyza cantans","corvus hawaiiensis","telespyza cantans","0.0","0.0"
"LinearCombinationMatchingRule","BIO44702","ES1278","0.0",,"ursus arctos horribilis","corynorhinus ( plecotus) townsendii virginianus","ursus arctos horribilis","corynorhinus ( plecotus) townsendii virginianus","0.0","0.0"
"LinearCombinationMatchingRule","BIO24179","ES1509","0.0",,"leptophlebia gravestella","megalagrion nesiotes","leptophlebia gravestella","megalagrion nesiotes","0.0","0.0"
"LinearCombinationMatchingRule","BIO21929","ES1300","0.0",,"icelinus filamentosus","percina aurolineata","icelinus filamentosus","percina aurolineata","0.0","0.0"
"LinearCombinationMatchingRule","BIO33346","ES1035","0.0",,"phyciodes cocyta","drosophila ochrobasis","phyciodes cocyta","drosophila ochrobasis","0.0","0.0"
"LinearCombinationMatchingRule","BIO41073","ES1347","0.0",,"sphaeriidae","oarisma poweshiek","sphaeriidae","oarisma poweshiek","0.0","0.0"
"LinearCombinationMatchingRule","BIO30023","ES982","0.0",,"olla abdominalis","ischnura luta","olla abdominalis","ischnura luta","0.0","0.0"
"LinearCombinationMatchingRule","BIO08940","ES1376","0.0",,"chaenobryttus gulosus","etheostoma chienense","chaenobryttus gulosus","etheostoma chienense","0.0","0.0"
"LinearCombinationMatchingRule","BIO05905","ES1450","0.0",,"branta canadensis fulva","myadestes lanaiensis rutha","branta canadensis fulva","myadestes lanaiensis rutha","0.0","0.0"
"LinearCombinationMatchingRule","BIO01327","ES1173","0.0",,"alloperla usa","speyeria zerene myrtleae","alloperla usa","speyeria zerene myrtleae","0.0","0.0"
"LinearCombinationMatchingRule","BIO00393","ES1396","0.0",,"acipenseridae","cottus paulus ( pygmaeus)","acipenseridae","cottus paulus ( pygmaeus)","0.0","0.0"
"LinearCombinationMatchingRule","BIO02708","ES1116","0.0",,"aphidius gifuensis","euchloe ausonides insulanus","aphidius gifuensis","euchloe ausonides insulanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO03273","ES1134","0.0",,"arge scapularis","nicrophorus americanus","arge scapularis","nicrophorus americanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO08436","ES993","0.0",,"cedusa vulgaris","drosophila hemipeza","cedusa vulgaris","drosophila hemipeza","0.0","0.0"
"LinearCombinationMatchingRule","BIO28210","ES1515","0.0",,"mycetoporus pacificus","hylaeus longiceps","mycetoporus pacificus","hylaeus longiceps","0.0","0.0"
"LinearCombinationMatchingRule","BIO28270","ES1321","0.0",,"myndus pictifrons","hylaeus kuakea","myndus pictifrons","hylaeus kuakea","0.0","0.0"
"LinearCombinationMatchingRule","BIO40444","ES1030","0.0","1","sistrurus catenatus catenatus","sistrurus catenatus","sistrurus catenatus catenatus","sistrurus catenatus","0.0","0.0"
"LinearCombinationMatchingRule","BIO20532","ES1593","0.0",,"heterophleps triguttaria","lycaeides melissa samuelis","heterophleps triguttaria","lycaeides melissa samuelis","0.0","0.0"
"LinearCombinationMatchingRule","BIO35679","ES1639","0.0",,"proceratium pergandei","icaricia icarioides missionensis","proceratium pergandei","icaricia icarioides missionensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO10855","ES1608","0.0",,"colias philodice eriphyle","hylaeus mana","colias philodice eriphyle","hylaeus mana","0.0","0.0"
"LinearCombinationMatchingRule","BIO04521","ES1207","0.0",,"atlanticus monticula monticula","elaphrus viridis","atlanticus monticula monticula","elaphrus viridis","0.0","0.0"
"LinearCombinationMatchingRule","BIO12340","ES1624","0.0",,"cyanocitta stelleri macrolopha","empidonax traillii extimus","cyanocitta stelleri macrolopha","empidonax traillii extimus","0.0","0.0"
"LinearCombinationMatchingRule","BIO44189","ES1581","0.0",,"trimerotropis strenua","megalagrion leptodemas","trimerotropis strenua","megalagrion leptodemas","0.0","0.0"
"LinearCombinationMatchingRule","BIO22299","ES1361","0.0",,"isocapnia missouri","megalagrion oceanicum","isocapnia missouri","megalagrion oceanicum","0.0","0.0"
"LinearCombinationMatchingRule","BIO25444","ES1624","0.0",,"loxia curvirostra minor","empidonax traillii extimus","loxia curvirostra minor","empidonax traillii extimus","0.0","0.0"
"LinearCombinationMatchingRule","BIO29226","ES1120","0.0",,"nigronia","ambrysus amargosus","nigronia","ambrysus amargosus","0.0","0.0"
"LinearCombinationMatchingRule","BIO13492","ES1361","0.0",,"dianthidium desertorum","megalagrion oceanicum","dianthidium desertorum","megalagrion oceanicum","0.0","0.0"
"LinearCombinationMatchingRule","BIO24327","ES960","0.0",,"lestes unguiculatus","speyeria zerene hippolyta","lestes unguiculatus","speyeria zerene hippolyta","0.0","0.0"
"LinearCombinationMatchingRule","BIO07286","ES991","0.0",,"carangidae","tiaroga cobitis","carangidae","tiaroga cobitis","0.0","0.0"
"LinearCombinationMatchingRule","BIO27505","ES1138","0.0",,"miloderes rulieni","cicindela nevadica lincolniana","miloderes rulieni","cicindela nevadica lincolniana","0.0","0.0"
"LinearCombinationMatchingRule","BIO40247","ES993","0.0",,"sierola testaceipes","drosophila hemipeza","sierola testaceipes","drosophila hemipeza","0.0","0.0"
"LinearCombinationMatchingRule","BIO31951","ES1372","0.0",,"pelocoris biimpressus shoshone","callophrys mossii bayensis","pelocoris biimpressus shoshone","callophrys mossii bayensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO09366","ES1451","0.0",,"chilomycterus reticulatus","moapa coriacea","chilomycterus reticulatus","moapa coriacea","0.0","0.0"
"LinearCombinationMatchingRule","BIO17422","ES1024","0.0",,"eurynogaster nigripedis","hesperia dacotae","eurynogaster nigripedis","hesperia dacotae","0.0","0.0"
"LinearCombinationMatchingRule","BIO08388","ES1639","0.0",,"cavariella konoi","icaricia icarioides missionensis","cavariella konoi","icaricia icarioides missionensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO11616","ES1474","0.0",,"cottus","gila intermedia","cottus","gila intermedia","0.0","0.0"
"LinearCombinationMatchingRule","BIO01533","ES1367","0.0",,"amara apricaria","drosophila musaphilia","amara apricaria","drosophila musaphilia","0.0","0.0"
"LinearCombinationMatchingRule","BIO11944","ES1309","0.0",,"cryptacanthodes aleutensis","oncorhynchus apache","cryptacanthodes aleutensis","oncorhynchus apache","0.0","0.0"
"LinearCombinationMatchingRule","BIO39106","ES1290","0.0",,"scaptomyza latitergum","batrisodes texanus","scaptomyza latitergum","batrisodes texanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO06323","ES1578","0.0",,"bufo fowleri","ambystoma macrodactylum croceum","bufo fowleri","ambystoma macrodactylum croceum","0.0","0.0"
"LinearCombinationMatchingRule","BIO07033","ES1091","0.0",,"campaea perlata","pyrgus ruralis lagunae","campaea perlata","pyrgus ruralis lagunae","0.0","0.0"
"LinearCombinationMatchingRule","BIO19755","ES1639","0.0",,"halictus ligatus","icaricia icarioides missionensis","halictus ligatus","icaricia icarioides missionensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO39486","ES1153","0.0",,"scorpaenodes xyris","deltistes luxatus","scorpaenodes xyris","deltistes luxatus","0.0","0.0"
"LinearCombinationMatchingRule","BIO29182","ES963","0.0",,"neureclipsis","euphilotes battoides allyni","neureclipsis","euphilotes battoides allyni","0.0","0.0"
"LinearCombinationMatchingRule","BIO40444","ES1299","0.0",,"sistrurus catenatus catenatus","caretta caretta","sistrurus catenatus catenatus","caretta caretta","0.0","0.0"
"LinearCombinationMatchingRule","BIO44367","ES1501","0.0",,"trupanea actinobola","icaricia (plebejus) shasta charlestonensis","trupanea actinobola","icaricia (plebejus) shasta charlestonensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO26582","ES1367","0.0",,"mecyclothorax pele","drosophila musaphilia","mecyclothorax pele","drosophila musaphilia","0.0","0.0"
"LinearCombinationMatchingRule","BIO45949","ES975","0.0",,"zenaida macroura","telespyza cantans","zenaida macroura","telespyza cantans","0.0","0.0"
"LinearCombinationMatchingRule","BIO11635","ES1234","0.0",,"coturnix japonica","gallinula galeata sandvicensis","coturnix japonica","gallinula galeata sandvicensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO17474","ES1050","0.0",,"eusphalerum fenyesi","strymon acis bartrami","eusphalerum fenyesi","strymon acis bartrami","0.0","0.0"
"LinearCombinationMatchingRule","BIO19805","ES982","0.0",,"halticus","ischnura luta","halticus","ischnura luta","0.0","0.0"
"LinearCombinationMatchingRule","BIO44181","ES1321","0.0",,"trimerotropis agrestis","hylaeus kuakea","trimerotropis agrestis","hylaeus kuakea","0.0","0.0"
"LinearCombinationMatchingRule","BIO03089","ES1193","0.0",,"archoplites interruptus","etheostoma phytophilum","archoplites interruptus","etheostoma phytophilum","0.0","0.0"
"LinearCombinationMatchingRule","BIO11624","ES1247","0.0",,"cottus carolinae","oncorhynchus gilae","cottus carolinae","oncorhynchus gilae","0.0","0.0"
"LinearCombinationMatchingRule","BIO03089","ES1192","0.0",,"archoplites interruptus","etheostoma moorei","archoplites interruptus","etheostoma moorei","0.0","0.0"
"LinearCombinationMatchingRule","BIO27855","ES1219","0.0",,"monelliopsis caryae","drosophila digressa","monelliopsis caryae","drosophila digressa","0.0","0.0"
"LinearCombinationMatchingRule","BIO24182","ES1512","0.0",,"leptopoecile","accipiter striatus venator","leptopoecile","accipiter striatus venator","0.0","0.0"
"LinearCombinationMatchingRule","BIO42498","ES1368","0.0",,"syngnathus californiensis","catostomus santaanae","syngnathus californiensis","catostomus santaanae","0.0","0.0"
"LinearCombinationMatchingRule","BIO15188","ES1347","0.0",,"elmohardyia species","oarisma poweshiek","elmohardyia species","oarisma poweshiek","0.0","0.0"
"LinearCombinationMatchingRule","BIO29573","ES1204","0.0",,"nymphalis californica","dinacoma caseyi","nymphalis californica","dinacoma caseyi","0.0","0.0"
"LinearCombinationMatchingRule","BIO13481","ES1372","0.0",,"dialictus versatus","callophrys mossii bayensis","dialictus versatus","callophrys mossii bayensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO24319","ES963","0.0",,"lestes disjunctus","euphilotes battoides allyni","lestes disjunctus","euphilotes battoides allyni","0.0","0.0"
"LinearCombinationMatchingRule","BIO08258","ES1502","0.0",,"catallagia","drosophila heteroneura","catallagia","drosophila heteroneura","0.0","0.0"
"LinearCombinationMatchingRule","BIO25934","ES1292","0.0",,"lynx rufus","peromyscus gossypinus allapaticola","lynx rufus","peromyscus gossypinus allapaticola","0.0","0.0"
"LinearCombinationMatchingRule","BIO32458","ES1543","0.0",,"perognathus merriami","odocoileus virginianus clavium","perognathus merriami","odocoileus virginianus clavium","0.0","0.0"
"LinearCombinationMatchingRule","BIO21898","ES1287","0.0",,"hypsoropha hormos","drosophila aglaia","hypsoropha hormos","drosophila aglaia","0.0","0.0"
"LinearCombinationMatchingRule","BIO41400","ES983","0.0",,"squatina californica","erimonax monachus","squatina californica","erimonax monachus","0.0","0.0"
"LinearCombinationMatchingRule","BIO44229","ES1621","0.0",,"trionymus insularis","manduca blackburni","trionymus insularis","manduca blackburni","0.0","0.0"
"LinearCombinationMatchingRule","BIO43871","ES1593","0.0",,"trichalophus alternatus","lycaeides melissa samuelis","trichalophus alternatus","lycaeides melissa samuelis","0.0","0.0"
"LinearCombinationMatchingRule","BIO30248","ES938","0.0",,"ophiusa disjungens","drosophila differens","ophiusa disjungens","drosophila differens","0.0","0.0"
"LinearCombinationMatchingRule","BIO29117","ES1273","0.0",,"nesophrosyne peleae","neonympha mitchellii mitchellii","nesophrosyne peleae","neonympha mitchellii mitchellii","0.0","0.0"
"LinearCombinationMatchingRule","BIO40246","ES993","0.0",,"sierola spicata hawaiiensis","drosophila hemipeza","sierola spicata hawaiiensis","drosophila hemipeza","0.0","0.0"
"LinearCombinationMatchingRule","BIO16266","ES1252","0.0",,"erimystax x punctatus","notropis topeka ( tristis)","erimystax x punctatus","notropis topeka ( tristis)","0.0","0.0"
"LinearCombinationMatchingRule","BIO04434","ES1122","0.0",,"astrapogon puncticulatus","oncorhynchus clarkii henshawi","astrapogon puncticulatus","oncorhynchus clarkii henshawi","0.0","0.0"
"LinearCombinationMatchingRule","BIO34928","ES1204","0.0",,"polygonia interrogationis","dinacoma caseyi","polygonia interrogationis","dinacoma caseyi","0.0","0.0"
"LinearCombinationMatchingRule","BIO28700","ES1183","0.0",,"nectopsyche","hylaeus facilis","nectopsyche","hylaeus facilis","0.0","0.0"
"LinearCombinationMatchingRule","BIO29998","ES1632","0.0",,"oligoplites saurus","percina pantherina","oligoplites saurus","percina pantherina","0.0","0.0"
"LinearCombinationMatchingRule","BIO10766","ES1515","0.0",,"coelocnemis californica","hylaeus longiceps","coelocnemis californica","hylaeus longiceps","0.0","0.0"
"LinearCombinationMatchingRule","BIO13451","ES1588","0.0",,"diachus auratus","brychius hungerfordi","diachus auratus","brychius hungerfordi","0.0","0.0"
"LinearCombinationMatchingRule","BIO19758","ES1636","0.0",,"halictus rubicundis","drosophila substenoptera","halictus rubicundis","drosophila substenoptera","0.0","0.0"
"LinearCombinationMatchingRule","BIO29239","ES1133","0.0",,"nitidula rufipes","somatochlora hineana","nitidula rufipes","somatochlora hineana","0.0","0.0"
"LinearCombinationMatchingRule","BIO15014","ES1434","0.0",,"elanus caeruleus","somateria fischeri","elanus caeruleus","somateria fischeri","0.0","0.0"
"LinearCombinationMatchingRule","BIO32298","ES1131","0.0",,"perca flavescens","percina rex","perca flavescens","percina rex","0.0","0.0"
"LinearCombinationMatchingRule","BIO08910","ES1581","0.0",,"ceuthophilus uhleri","megalagrion leptodemas","ceuthophilus uhleri","megalagrion leptodemas","0.0","0.0"
"LinearCombinationMatchingRule","BIO15152","ES1555","0.0",,"elephantomyia westwoodi westwoodi","drosophila neoclavisetae","elephantomyia westwoodi westwoodi","drosophila neoclavisetae","0.0","0.0"
"LinearCombinationMatchingRule","BIO01680","ES1252","0.0",,"ameiurus brunneus","notropis topeka ( tristis)","ameiurus brunneus","notropis topeka ( tristis)","0.0","0.0"
"LinearCombinationMatchingRule","BIO37410","ES1069","0.0",,"rhipidia species","cicindela puritana","rhipidia species","cicindela puritana","0.0","0.0"
"LinearCombinationMatchingRule","BIO16889","ES1621","0.0",,"eucera hamata","manduca blackburni","eucera hamata","manduca blackburni","0.0","0.0"
"LinearCombinationMatchingRule","BIO29228","ES1123","0.0",,"nigronia serricornis","euphydryas editha taylori","nigronia serricornis","euphydryas editha taylori","0.0","0.0"
"LinearCombinationMatchingRule","BIO10001","ES1289","0.0",,"circus cyaneus","palmeria dolei","circus cyaneus","palmeria dolei","0.0","0.0"
"LinearCombinationMatchingRule","BIO39499","ES1163","0.0",,"scotorythra gomphias","zapada glacier","scotorythra gomphias","zapada glacier","0.0","0.0"
"LinearCombinationMatchingRule","BIO06656","ES1639","0.0",,"callophrys affinis affinis","icaricia icarioides missionensis","callophrys affinis affinis","icaricia icarioides missionensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO09542","ES1624","0.0",,"chondestes grammacus strigatus","empidonax traillii extimus","chondestes grammacus strigatus","empidonax traillii extimus","0.0","0.0"
"LinearCombinationMatchingRule","BIO39631","ES1300","0.0",,"sebastes rastrelliger","percina aurolineata","sebastes rastrelliger","percina aurolineata","0.0","0.0"
"LinearCombinationMatchingRule","BIO29364","ES1266","0.0",,"nomophila","rhadine exilis","nomophila","rhadine exilis","0.0","0.0"
"LinearCombinationMatchingRule","BIO29587","ES1219","0.0",,"nysius kinbergi","drosophila digressa","nysius kinbergi","drosophila digressa","0.0","0.0"
"LinearCombinationMatchingRule","BIO21297","ES1501","0.0",,"hydroptila pecos","icaricia (plebejus) shasta charlestonensis","hydroptila pecos","icaricia (plebejus) shasta charlestonensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO28129","ES1429","0.0",,"mustelus canis","gila bicolor ssp. mohavensis","mustelus canis","gila bicolor ssp. mohavensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO27212","ES993","0.0",,"metalimnobia cinctipes","drosophila hemipeza","metalimnobia cinctipes","drosophila hemipeza","0.0","0.0"
"LinearCombinationMatchingRule","BIO01750","ES1315","0.0",,"amiocentrus","megalagrion nigrohamatum nigrolineatum","amiocentrus","megalagrion nigrohamatum nigrolineatum","0.0","0.0"
"LinearCombinationMatchingRule","BIO20134","ES1183","0.0",,"helicobia morionella","hylaeus facilis","helicobia morionella","hylaeus facilis","0.0","0.0"
"LinearCombinationMatchingRule","BIO26580","ES1369","0.0",,"mecyclothorax paradoxus","boloria acrocnema","mecyclothorax paradoxus","boloria acrocnema","0.0","0.0"
"LinearCombinationMatchingRule","BIO39434","ES1100","0.0",,"scoliopteryx","rhadine persephone","scoliopteryx","rhadine persephone","0.0","0.0"
"LinearCombinationMatchingRule","BIO15962","ES1013","0.0",,"eremophila alpestris alpina","buteo platypterus brunnescens","eremophila alpestris alpina","buteo platypterus brunnescens","0.0","0.0"
"LinearCombinationMatchingRule","BIO30504","ES1593","0.0",,"ornithomya bequaerti","lycaeides melissa samuelis","ornithomya bequaerti","lycaeides melissa samuelis","0.0","0.0"
"LinearCombinationMatchingRule","BIO09438","ES1515","0.0",,"chlaenius alternatus","hylaeus longiceps","chlaenius alternatus","hylaeus longiceps","0.0","0.0"
