"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] StringAttributeComparatorJaccard record1Value","[0] StringAttributeComparatorJaccard record2Value","[0] StringAttributeComparatorJaccard record1PreprocessedValue","[0] StringAttributeComparatorJaccard record2PreprocessedValue","[0] StringAttributeComparatorJaccard similarity","[0] StringAttributeComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","ES1008","BIO43333","0.2",,"thomomys mazama tumuli","thomomys talpoides fossor","thomomys mazama tumuli","thomomys talpoides fossor","0.2","0.2"
"LinearCombinationMatchingRule","ES1601","BIO21760","0.3333333333333333",,"hypomesus transpacificus","hypomesus nipponensis","hypomesus transpacificus","hypomesus nipponensis","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1370","BIO36506","0.25",,"puffinus auricularis newelli","puffinus lherminieri lherminieri","puffinus auricularis newelli","puffinus lherminieri lherminieri","0.25","0.25"
"LinearCombinationMatchingRule","ES1570","BIO45390","0.25",,"vireo bellii pusillus","vireo gilvus gilvus","vireo bellii pusillus","vireo gilvus gilvus","0.25","0.25"
"LinearCombinationMatchingRule","ES1370","BIO36505","0.25",,"puffinus auricularis newelli","puffinus lherminieri","puffinus auricularis newelli","puffinus lherminieri","0.25","0.25"
"LinearCombinationMatchingRule","ES1601","BIO21762","0.3333333333333333",,"hypomesus transpacificus","hypomesus pretiosus","hypomesus transpacificus","hypomesus pretiosus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1601","BIO21761","0.3333333333333333",,"hypomesus transpacificus","hypomesus olidus","hypomesus transpacificus","hypomesus olidus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1328","BIO29450","0.0",,"noturus crypticus","notropis chrysocephalus","noturus crypticus","notropis chrysocephalus","0.0","0.0"
"LinearCombinationMatchingRule","ES1328","BIO29458","0.0",,"noturus crypticus","notropis maculatus","noturus crypticus","notropis maculatus","0.0","0.0"
"LinearCombinationMatchingRule","ES1328","BIO29457","0.0",,"noturus crypticus","notropis leuciodus","noturus crypticus","notropis leuciodus","0.0","0.0"
"LinearCombinationMatchingRule","ES1556","BIO08350","0.3333333333333333",,"catostomus warnerensis","catostomus platyrhynchus","catostomus warnerensis","catostomus platyrhynchus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1008","BIO43329","0.6666666666666666",,"thomomys mazama tumuli","thomomys mazama","thomomys mazama tumuli","thomomys mazama","0.6666666666666666","0.6666666666666666"
"LinearCombinationMatchingRule","ES1401","BIO29466","0.3333333333333333",,"notropis girardi","notropis spilopterus","notropis girardi","notropis spilopterus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1595","BIO32298","0.0",,"percina tanasi","perca flavescens","percina tanasi","perca flavescens","0.0","0.0"
"LinearCombinationMatchingRule","ES953","BIO09200","0.0",,"chasmistes brevirostris","chauliodus macouni","chasmistes brevirostris","chauliodus macouni","0.0","0.0"
"LinearCombinationMatchingRule","ES1632","BIO32298","0.0",,"percina pantherina","perca flavescens","percina pantherina","perca flavescens","0.0","0.0"
"LinearCombinationMatchingRule","ES1401","BIO29470","0.3333333333333333",,"notropis girardi","notropis volucellus","notropis girardi","notropis volucellus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1368","BIO08335","0.5",,"catostomus santaanae","catostomus catostomus","catostomus santaanae","catostomus catostomus","0.5","0.5"
"LinearCombinationMatchingRule","ES1010","BIO42290","0.25",,"sylvilagus bachmani riparius","sylvilagus robustus","sylvilagus bachmani riparius","sylvilagus robustus","0.25","0.25"
"LinearCombinationMatchingRule","ES1109","BIO00387","0.25",,"acipenser oxyrinchus ( oxyrhynchus) desotoi","acipenser","acipenser oxyrinchus ( oxyrhynchus) desotoi","acipenser","0.25","0.25"
"LinearCombinationMatchingRule","ES1413","BIO06338","0.3333333333333333",,"bufo houstonensis","bufo woodhousii woodhousii","bufo houstonensis","bufo woodhousii woodhousii","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES958","BIO12733","0.0",,"cyprinodon diabolis","cypselurus comatus","cyprinodon diabolis","cypselurus comatus","0.0","0.0"
"LinearCombinationMatchingRule","ES1368","BIO08351","0.3333333333333333",,"catostomus santaanae","catostomus platyrhynchus platyrhynchus","catostomus santaanae","catostomus platyrhynchus platyrhynchus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1401","BIO29478","0.0",,"notropis girardi","noturus gyrinus","notropis girardi","noturus gyrinus","0.0","0.0"
"LinearCombinationMatchingRule","ES1010","BIO42286","0.25",,"sylvilagus bachmani riparius","sylvilagus nuttallii","sylvilagus bachmani riparius","sylvilagus nuttallii","0.25","0.25"
"LinearCombinationMatchingRule","ES1401","BIO29482","0.0",,"notropis girardi","noturus miurus","notropis girardi","noturus miurus","0.0","0.0"
"LinearCombinationMatchingRule","ES1109","BIO00390","0.2",,"acipenser oxyrinchus ( oxyrhynchus) desotoi","acipenser medirostris","acipenser oxyrinchus ( oxyrhynchus) desotoi","acipenser medirostris","0.2","0.2"
"LinearCombinationMatchingRule","ES1109","BIO00391","0.5",,"acipenser oxyrinchus ( oxyrhynchus) desotoi","acipenser oxyrinchus","acipenser oxyrinchus ( oxyrhynchus) desotoi","acipenser oxyrinchus","0.5","0.5"
"LinearCombinationMatchingRule","ES1328","BIO29474","0.3333333333333333",,"noturus crypticus","noturus eleutherus","noturus crypticus","noturus eleutherus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1504","BIO05303","1.0",,"bison bison athabascae","bison bison athabascae","bison bison athabascae","bison bison athabascae","1.0","1.0"
"LinearCombinationMatchingRule","ES1368","BIO08347","0.3333333333333333",,"catostomus santaanae","catostomus macrocheilus","catostomus santaanae","catostomus macrocheilus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1328","BIO29473","0.3333333333333333",,"noturus crypticus","noturus elegans","noturus crypticus","noturus elegans","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1283","BIO16835","0.3333333333333333",,"etheostoma etowahae","etheostoma squamiceps","etheostoma etowahae","etheostoma squamiceps","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1413","BIO06327","0.3333333333333333",,"bufo houstonensis","bufo marinus","bufo houstonensis","bufo marinus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1190","BIO00676","0.0",,"aerodramus vanikorensis bartschi","aeronautes saxatalis","aerodramus vanikorensis bartschi","aeronautes saxatalis","0.0","0.0"
"LinearCombinationMatchingRule","ES961","BIO11895","0.0",,"crotalus willardi obscurus","crotaphytus silus","crotalus willardi obscurus","crotaphytus silus","0.0","0.0"
"LinearCombinationMatchingRule","ES961","BIO11894","0.0",,"crotalus willardi obscurus","crotaphytus collaris bicinctores","crotalus willardi obscurus","crotaphytus collaris bicinctores","0.0","0.0"
"LinearCombinationMatchingRule","ES1076","BIO11482","0.3333333333333333",,"corvus kubaryi","corvus americanus","corvus kubaryi","corvus americanus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1413","BIO06326","0.25",,"bufo houstonensis","bufo lentiginosus woodhousii","bufo houstonensis","bufo lentiginosus woodhousii","0.25","0.25"
"LinearCombinationMatchingRule","ES1023","BIO09027","0.0",,"charadrius melodus","chamaea fasciata","charadrius melodus","chamaea fasciata","0.0","0.0"
"LinearCombinationMatchingRule","ES1404","BIO12691","0.3333333333333333",,"cyprinella formosa","cyprinella lutrensis","cyprinella formosa","cyprinella lutrensis","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1292","BIO32481","0.25",,"peromyscus gossypinus allapaticola","peromyscus maniculatus","peromyscus gossypinus allapaticola","peromyscus maniculatus","0.25","0.25"
"LinearCombinationMatchingRule","ES1627","BIO07212","0.25",,"canis rufus","canis lupus youngi","canis rufus","canis lupus youngi","0.25","0.25"
"LinearCombinationMatchingRule","ES1410","BIO21921","0.25",,"icaricia icarioides fenderi","icaricia acmon acmon","icaricia icarioides fenderi","icaricia acmon acmon","0.25","0.25"
"LinearCombinationMatchingRule","ES1137","BIO32298","0.0",,"percina antesella","perca flavescens","percina antesella","perca flavescens","0.0","0.0"
"LinearCombinationMatchingRule","ES1582","BIO16814","0.3333333333333333",,"etheostoma trisella","etheostoma exile","etheostoma trisella","etheostoma exile","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1582","BIO16813","0.3333333333333333",,"etheostoma trisella","etheostoma collettei","etheostoma trisella","etheostoma collettei","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1404","BIO12687","0.3333333333333333",,"cyprinella formosa","cyprinella analostana","cyprinella formosa","cyprinella analostana","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1613","BIO32389","0.0",,"peromyscus polionotus trissyllepsis","perimyotis subflavus","peromyscus polionotus trissyllepsis","perimyotis subflavus","0.0","0.0"
"LinearCombinationMatchingRule","ES1292","BIO32489","0.25",,"peromyscus gossypinus allapaticola","peromyscus truei","peromyscus gossypinus allapaticola","peromyscus truei","0.25","0.25"
"LinearCombinationMatchingRule","ES1627","BIO07208","0.3333333333333333",,"canis rufus","canis familiaris","canis rufus","canis familiaris","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1163","BIO45916","0.3333333333333333",,"zapada glacier","zapada columbiana","zapada glacier","zapada columbiana","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1413","BIO06331","0.3333333333333333",,"bufo houstonensis","bufo quercicus","bufo houstonensis","bufo quercicus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES984","BIO02006","0.3333333333333333",,"anaxyrus canorus","anaxyrus exsul","anaxyrus canorus","anaxyrus exsul","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES961","BIO11882","0.2",,"crotalus willardi obscurus","crotalus oreganus lutosus","crotalus willardi obscurus","crotalus oreganus lutosus","0.2","0.2"
"LinearCombinationMatchingRule","ES984","BIO02010","0.3333333333333333",,"anaxyrus canorus","anaxyrus woodhousii woodhousii","anaxyrus canorus","anaxyrus woodhousii woodhousii","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES961","BIO11883","0.25",,"crotalus willardi obscurus","crotalus oreganus oreganus","crotalus willardi obscurus","crotalus oreganus oreganus","0.25","0.25"
"LinearCombinationMatchingRule","ES1413","BIO06314","0.3333333333333333",,"bufo houstonensis","bufo americanus americanus","bufo houstonensis","bufo americanus americanus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1413","BIO06315","0.25",,"bufo houstonensis","bufo americanus charlesmithi","bufo houstonensis","bufo americanus charlesmithi","0.25","0.25"
"LinearCombinationMatchingRule","ES1037","BIO29374","0.0",,"noturus baileyi","notemigonus crysoleucas","noturus baileyi","notemigonus crysoleucas","0.0","0.0"
"LinearCombinationMatchingRule","ES1582","BIO16825","0.3333333333333333",,"etheostoma trisella","etheostoma pallididorsum","etheostoma trisella","etheostoma pallididorsum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1404","BIO12699","0.0",,"cyprinella formosa","cyprinidae","cyprinella formosa","cyprinidae","0.0","0.0"
"LinearCombinationMatchingRule","ES1357","BIO18923","0.0",,"gila bicolor ssp. snyderi","gillellus uranidea","gila bicolor ssp. snyderi","gillellus uranidea","0.0","0.0"
"LinearCombinationMatchingRule","ES1283","BIO16840","0.3333333333333333",,"etheostoma etowahae","etheostoma whipplei","etheostoma etowahae","etheostoma whipplei","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES961","BIO11870","0.2",,"crotalus willardi obscurus","crotalus cerastes laterorepens","crotalus willardi obscurus","crotalus cerastes laterorepens","0.2","0.2"
"LinearCombinationMatchingRule","ES1097","BIO01973","0.3333333333333333",,"anas laysanensis","anas platyrhynchos platyrhynchos","anas laysanensis","anas platyrhynchos platyrhynchos","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1381","BIO37036","0.3333333333333333",,"rana sierrae","rana berlandieri","rana sierrae","rana berlandieri","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1283","BIO16819","0.3333333333333333",,"etheostoma etowahae","etheostoma jessiae","etheostoma etowahae","etheostoma jessiae","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES961","BIO11879","0.2",,"crotalus willardi obscurus","crotalus oreganus abyssus","crotalus willardi obscurus","crotalus oreganus abyssus","0.2","0.2"
"LinearCombinationMatchingRule","ES961","BIO11878","0.25",,"crotalus willardi obscurus","crotalus oreganus","crotalus willardi obscurus","crotalus oreganus","0.25","0.25"
"LinearCombinationMatchingRule","ES1252","BIO29482","0.0",,"notropis topeka ( tristis)","noturus miurus","notropis topeka ( tristis)","noturus miurus","0.0","0.0"
"LinearCombinationMatchingRule","ES1582","BIO16837","0.3333333333333333",,"etheostoma trisella","etheostoma swannanoa","etheostoma trisella","etheostoma swannanoa","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1582","BIO16830","0.3333333333333333",,"etheostoma trisella","etheostoma rufilineatum","etheostoma trisella","etheostoma rufilineatum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1129","BIO25442","0.0",,"loxops coccineus","loxia curvirostra bendirei","loxops coccineus","loxia curvirostra bendirei","0.0","0.0"
"LinearCombinationMatchingRule","ES1328","BIO29445","0.0",,"noturus crypticus","notropis braytoni","noturus crypticus","notropis braytoni","0.0","0.0"
"LinearCombinationMatchingRule","ES1328","BIO29446","0.0",,"noturus crypticus","notropis buccatus","noturus crypticus","notropis buccatus","0.0","0.0"
"LinearCombinationMatchingRule","ES1283","BIO16811","0.3333333333333333",,"etheostoma etowahae","etheostoma chlorobranchium","etheostoma etowahae","etheostoma chlorobranchium","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1122","BIO30108","0.25",,"oncorhynchus clarkii henshawi","oncorhynchus nerka","oncorhynchus clarkii henshawi","oncorhynchus nerka","0.25","0.25"
"LinearCombinationMatchingRule","ES1122","BIO30107","0.2",,"oncorhynchus clarkii henshawi","oncorhynchus mykiss whitei","oncorhynchus clarkii henshawi","oncorhynchus mykiss whitei","0.2","0.2"
"LinearCombinationMatchingRule","ES1381","BIO37048","0.3333333333333333",,"rana sierrae","rana luteiventris","rana sierrae","rana luteiventris","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1032","BIO08982","0.0",,"chasmistes cujus","chaetodon ocellatus","chasmistes cujus","chaetodon ocellatus","0.0","0.0"
"LinearCombinationMatchingRule","ES1032","BIO08983","0.0",,"chasmistes cujus","chaetodon sedentarius","chasmistes cujus","chaetodon sedentarius","0.0","0.0"
"LinearCombinationMatchingRule","ES1097","BIO01961","0.3333333333333333",,"anas laysanensis","anas acuta","anas laysanensis","anas acuta","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES961","BIO11866","0.25",,"crotalus willardi obscurus","crotalus adamanteus","crotalus willardi obscurus","crotalus adamanteus","0.25","0.25"
"LinearCombinationMatchingRule","ES1381","BIO37040","0.3333333333333333",,"rana sierrae","rana cateesbeiana","rana sierrae","rana cateesbeiana","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES961","BIO11867","0.25",,"crotalus willardi obscurus","crotalus atrox","crotalus willardi obscurus","crotalus atrox","0.25","0.25"
"LinearCombinationMatchingRule","ES1627","BIO07207","0.5",,"canis rufus","canis","canis rufus","canis","0.5","0.5"
"LinearCombinationMatchingRule","ES1129","BIO25449","0.3333333333333333",,"loxops coccineus","loxops ochraceus","loxops coccineus","loxops ochraceus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1114","BIO33317","0.3333333333333333",,"phoxinus cumberlandensis","phoxinus tennesseensis","phoxinus cumberlandensis","phoxinus tennesseensis","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1252","BIO29478","0.0",,"notropis topeka ( tristis)","noturus gyrinus","notropis topeka ( tristis)","noturus gyrinus","0.0","0.0"
"LinearCombinationMatchingRule","ES1114","BIO33316","0.3333333333333333",,"phoxinus cumberlandensis","phoxinus oreas","phoxinus cumberlandensis","phoxinus oreas","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1252","BIO29477","0.0",,"notropis topeka ( tristis)","noturus flavus","notropis topeka ( tristis)","noturus flavus","0.0","0.0"
"LinearCombinationMatchingRule","ES1401","BIO29442","0.3333333333333333",,"notropis girardi","notropis atherinoides","notropis girardi","notropis atherinoides","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1582","BIO16841","0.3333333333333333",,"etheostoma trisella","etheostoma zonale","etheostoma trisella","etheostoma zonale","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1252","BIO29481","0.0",,"notropis topeka ( tristis)","noturus leptacanthus","notropis topeka ( tristis)","noturus leptacanthus","0.0","0.0"
"LinearCombinationMatchingRule","ES1328","BIO29433","0.0",,"noturus crypticus","notorynchus cepedianus","noturus crypticus","notorynchus cepedianus","0.0","0.0"
"LinearCombinationMatchingRule","ES1231","BIO07167","0.0",,"campephilus principalis","campylorhynchus brunneicapillus","campephilus principalis","campylorhynchus brunneicapillus","0.0","0.0"
"LinearCombinationMatchingRule","ES1097","BIO01969","0.3333333333333333",,"anas laysanensis","anas discors","anas laysanensis","anas discors","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1283","BIO16823","0.3333333333333333",,"etheostoma etowahae","etheostoma nigrum","etheostoma etowahae","etheostoma nigrum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1511","BIO06887","0.0",,"calidris canutus rufa","calypte anna","calidris canutus rufa","calypte anna","0.0","0.0"
"LinearCombinationMatchingRule","ES1105","BIO18809","0.3333333333333333",,"gila purpurea","gila atraria","gila purpurea","gila atraria","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1473","BIO42688","0.0",,"tamiasciurus hudsonicus grahamensis","tamias","tamiasciurus hudsonicus grahamensis","tamias","0.0","0.0"
"LinearCombinationMatchingRule","ES1381","BIO37052","0.25",,"rana sierrae","rana pipiens brachycephala","rana sierrae","rana pipiens brachycephala","0.25","0.25"
"LinearCombinationMatchingRule","ES1527","BIO17396","0.3333333333333333",,"eurycea sosorum","eurycea cirrigera","eurycea sosorum","eurycea cirrigera","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1527","BIO17397","0.3333333333333333",,"eurycea sosorum","eurycea guttolineata","eurycea sosorum","eurycea guttolineata","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1643","BIO29374","0.0",,"notropis simus pecosensis","notemigonus crysoleucas","notropis simus pecosensis","notemigonus crysoleucas","0.0","0.0"
"LinearCombinationMatchingRule","ES1473","BIO42689","0.0",,"tamiasciurus hudsonicus grahamensis","tamias alpinus","tamiasciurus hudsonicus grahamensis","tamias alpinus","0.0","0.0"
"LinearCombinationMatchingRule","ES1252","BIO29465","0.25",,"notropis topeka ( tristis)","notropis spectrunculus","notropis topeka ( tristis)","notropis spectrunculus","0.25","0.25"
"LinearCombinationMatchingRule","ES1088","BIO40085","0.3333333333333333",,"setophaga angelae","setophaga coronata","setophaga angelae","setophaga coronata","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1384","BIO32484","0.2",,"peromyscus polionotus allophrys","peromyscus maniculatus osgoodi","peromyscus polionotus allophrys","peromyscus maniculatus osgoodi","0.2","0.2"
"LinearCombinationMatchingRule","ES1088","BIO40084","0.3333333333333333",,"setophaga angelae","setophaga citrina","setophaga angelae","setophaga citrina","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1533","BIO12694","0.0",,"cyprinodon bovinus","cyprinella spiloptera","cyprinodon bovinus","cyprinella spiloptera","0.0","0.0"
"LinearCombinationMatchingRule","ES1384","BIO32483","0.2",,"peromyscus polionotus allophrys","peromyscus maniculatus nebrascensis","peromyscus polionotus allophrys","peromyscus maniculatus nebrascensis","0.2","0.2"
"LinearCombinationMatchingRule","ES1292","BIO32449","0.0",,"peromyscus gossypinus allapaticola","perognathus fasciatus olivaceogriseus","peromyscus gossypinus allapaticola","perognathus fasciatus olivaceogriseus","0.0","0.0"
"LinearCombinationMatchingRule","ES1213","BIO43334","0.2",,"thomomys mazama pugetensis","thomomys talpoides kaibabensis","thomomys mazama pugetensis","thomomys talpoides kaibabensis","0.2","0.2"
"LinearCombinationMatchingRule","ES1252","BIO29470","0.25",,"notropis topeka ( tristis)","notropis volucellus","notropis topeka ( tristis)","notropis volucellus","0.25","0.25"
"LinearCombinationMatchingRule","ES1302","BIO29443","0.3333333333333333",,"notropis mekistocholas","notropis baileyi","notropis mekistocholas","notropis baileyi","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1498","BIO12133","0.3333333333333333",,"crystallaria cincotta","crystallaria asprella","crystallaria cincotta","crystallaria asprella","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1402","BIO18457","0.2",,"gambusia georgei","gambusia rhizophorae x affinis","gambusia georgei","gambusia rhizophorae x affinis","0.2","0.2"
"LinearCombinationMatchingRule","ES1105","BIO18813","0.3333333333333333",,"gila purpurea","gila robusta","gila purpurea","gila robusta","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1408","BIO02008","0.3333333333333333",,"anaxyrus californicus","anaxyrus punctatus","anaxyrus californicus","anaxyrus punctatus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1418","BIO29503","1.0",,"numenius borealis","numenius borealis","numenius borealis","numenius borealis","1.0","1.0"
"LinearCombinationMatchingRule","ES1252","BIO29454","0.25",,"notropis topeka ( tristis)","notropis heterolepis","notropis topeka ( tristis)","notropis heterolepis","0.25","0.25"
"LinearCombinationMatchingRule","ES1252","BIO29453","0.25",,"notropis topeka ( tristis)","notropis heterodon","notropis topeka ( tristis)","notropis heterodon","0.25","0.25"
"LinearCombinationMatchingRule","ES1384","BIO32472","0.2",,"peromyscus polionotus allophrys","peromyscus crinitus stephensi","peromyscus polionotus allophrys","peromyscus crinitus stephensi","0.2","0.2"
"LinearCombinationMatchingRule","ES1088","BIO40097","0.3333333333333333",,"setophaga angelae","setophaga pensylvanica","setophaga angelae","setophaga pensylvanica","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1384","BIO32471","0.25",,"peromyscus polionotus allophrys","peromyscus crinitus","peromyscus polionotus allophrys","peromyscus crinitus","0.25","0.25"
"LinearCombinationMatchingRule","ES953","BIO08980","0.0",,"chasmistes brevirostris","chaetodon aculeatus","chasmistes brevirostris","chaetodon aculeatus","0.0","0.0"
"LinearCombinationMatchingRule","ES953","BIO08981","0.0",,"chasmistes brevirostris","chaetodon capistratus","chasmistes brevirostris","chaetodon capistratus","0.0","0.0"
"LinearCombinationMatchingRule","ES1292","BIO32454","0.0",,"peromyscus gossypinus allapaticola","perognathus formosus mohavensis","peromyscus gossypinus allapaticola","perognathus formosus mohavensis","0.0","0.0"
"LinearCombinationMatchingRule","ES1292","BIO32453","0.0",,"peromyscus gossypinus allapaticola","perognathus formosus formosus","peromyscus gossypinus allapaticola","perognathus formosus formosus","0.0","0.0"
"LinearCombinationMatchingRule","ES1384","BIO32479","0.2",,"peromyscus polionotus allophrys","peromyscus leucopus aridulus","peromyscus polionotus allophrys","peromyscus leucopus aridulus","0.2","0.2"
"LinearCombinationMatchingRule","ES1263","BIO43142","0.25",,"thamnophis rufipunctatus","thamnophis sirtalis infernalis","thamnophis rufipunctatus","thamnophis sirtalis infernalis","0.25","0.25"
"LinearCombinationMatchingRule","ES1263","BIO43141","0.25",,"thamnophis rufipunctatus","thamnophis sirtalis fitchi","thamnophis rufipunctatus","thamnophis sirtalis fitchi","0.25","0.25"
"LinearCombinationMatchingRule","ES1344","BIO24113","0.0",,"leptonycteris nivalis","leptomeryx blacki","leptonycteris nivalis","leptomeryx blacki","0.0","0.0"
"LinearCombinationMatchingRule","ES1302","BIO29456","0.3333333333333333",,"notropis mekistocholas","notropis jemezanus","notropis mekistocholas","notropis jemezanus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1252","BIO29449","0.25",,"notropis topeka ( tristis)","notropis chihuahua","notropis topeka ( tristis)","notropis chihuahua","0.25","0.25"
"LinearCombinationMatchingRule","ES1302","BIO29455","0.3333333333333333",,"notropis mekistocholas","notropis hudsonius","notropis mekistocholas","notropis hudsonius","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1147","BIO32487","0.25",,"peromyscus polionotus phasma","peromyscus nasutus","peromyscus polionotus phasma","peromyscus nasutus","0.25","0.25"
"LinearCombinationMatchingRule","ES954","BIO18811","0.3333333333333333",,"gila nigrescens","gila cypha","gila nigrescens","gila cypha","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1403","BIO45460","0.25",,"vulpes macrotis mutica","vulpes fulva","vulpes macrotis mutica","vulpes fulva","0.25","0.25"
"LinearCombinationMatchingRule","ES1384","BIO32467","0.3333333333333333",,"peromyscus polionotus allophrys","peromyscus","peromyscus polionotus allophrys","peromyscus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1252","BIO29441","0.25",,"notropis topeka ( tristis)","notropis ariommus","notropis topeka ( tristis)","notropis ariommus","0.25","0.25"
"LinearCombinationMatchingRule","ES1060","BIO11890","0.0",,"crocodylus acutus","crotalus viridis viridis","crocodylus acutus","crotalus viridis viridis","0.0","0.0"
"LinearCombinationMatchingRule","ES1147","BIO32480","0.25",,"peromyscus polionotus phasma","peromyscus longicaudus","peromyscus polionotus phasma","peromyscus longicaudus","0.25","0.25"
"LinearCombinationMatchingRule","ES1252","BIO29442","0.25",,"notropis topeka ( tristis)","notropis atherinoides","notropis topeka ( tristis)","notropis atherinoides","0.25","0.25"
"LinearCombinationMatchingRule","ES1384","BIO32460","0.0",,"peromyscus polionotus allophrys","perognathus parvus","peromyscus polionotus allophrys","perognathus parvus","0.0","0.0"
"LinearCombinationMatchingRule","ES1177","BIO30098","0.5",,"oncorhynchus clarkii seleniris","oncorhynchus clarkii stomias","oncorhynchus clarkii seleniris","oncorhynchus clarkii stomias","0.5","0.5"
"LinearCombinationMatchingRule","ES1408","BIO02000","0.3333333333333333",,"anaxyrus californicus","anaxyrus boreas","anaxyrus californicus","anaxyrus boreas","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES946","BIO38591","0.3333333333333333",,"salmo salar","salmo trutta","salmo salar","salmo trutta","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES946","BIO38592","0.16666666666666666",,"salmo salar","salmo trutta x salvelinus fontinalis","salmo salar","salmo trutta x salvelinus fontinalis","0.16666666666666666","0.16666666666666666"
"LinearCombinationMatchingRule","ES1384","BIO32468","0.25",,"peromyscus polionotus allophrys","peromyscus attwateri","peromyscus polionotus allophrys","peromyscus attwateri","0.25","0.25"
"LinearCombinationMatchingRule","ES1345","BIO01767","0.25",,"ammodramus maritimus mirabilis","ammodramus nelsoni","ammodramus maritimus mirabilis","ammodramus nelsoni","0.25","0.25"
"LinearCombinationMatchingRule","ES1302","BIO29460","0.3333333333333333",,"notropis mekistocholas","notropis petersoni","notropis mekistocholas","notropis petersoni","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1398","BIO30782","0.25",,"ovis canadensis sierrae","ovis dalli","ovis canadensis sierrae","ovis dalli","0.25","0.25"
